Chemical Name	Chemical ID	CAS RN	Interaction	Interaction Actions	Reference Count	Organism Count
sodium arsenite	C017947	13768-07-5	sodium arsenite results in decreased expression of GHR mRNA	decreases^expression	1	1
sodium arsenite	C017947	13768-07-5	sodium arsenite results in increased expression of GHR mRNA	increases^expression	1	1
sodium bichromate	C016104	10588-01-9	sodium bichromate affects the expression of GHR mRNA	affects^expression	1	1
sodium bichromate	C016104	10588-01-9	sodium bichromate results in decreased expression of GHR mRNA	decreases^expression	1	1
Sodium Glutamate	D012970	142-47-2	Sodium Glutamate inhibits the reaction [GH1 protein results in increased expression of GHR mRNA]	decreases^reaction|increases^expression	1	1
Sodium Glutamate	D012970	142-47-2	Sodium Glutamate inhibits the reaction [GH1 protein results in increased expression of GHR protein]	decreases^reaction|increases^expression	1	1
Sodium Glutamate	D012970	142-47-2	Sodium Glutamate results in increased expression of GHR mRNA	increases^expression	1	1
Sodium Glutamate	D012970	142-47-2	Sodium Glutamate results in increased expression of GHR protein	increases^expression	1	1
Sodium Selenite	D018038	10102-18-8	Sodium Selenite results in decreased expression of GHR mRNA	decreases^expression	1	1
Soot	D053260		[Air Pollutants results in increased abundance of [Ozone co-treated with Soot]] which results in decreased expression of GHR mRNA	affects^cotreatment|decreases^expression|increases^abundance	1	1
sotorasib	C000706028		[sotorasib co-treated with trametinib co-treated with NVP-BKM120] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
Streptozocin	D013311	18883-66-4	[Resveratrol co-treated with Streptozocin] results in decreased expression of GHR mRNA	affects^cotreatment|decreases^expression	1	1
St. Thomas' Hospital cardioplegic solution	C041711		St. Thomas' Hospital cardioplegic solution results in increased expression of GHR mRNA	increases^expression	1	1
Sulfadimethoxine	D013412	122-11-2	Sulfadimethoxine results in decreased expression of GHR mRNA	decreases^expression	1	1
Sulindac	D013467	38194-50-2	[Sulindac co-treated with lipopolysaccharide, E coli O55-B5] affects the expression of GHR mRNA	affects^cotreatment|affects^expression	1	1
Sumatriptan	D018170	103628-46-2	[Naproxen co-treated with Sumatriptan] inhibits the reaction [Capsaicin results in increased expression of GHR protein]	affects^cotreatment|decreases^reaction|increases^expression	1	1
Sumatriptan	D018170	103628-46-2	Sumatriptan inhibits the reaction [Capsaicin results in increased expression of GHR protein]	decreases^reaction|increases^expression	1	1
T0901317	C423915		T0901317 results in decreased expression of GHR mRNA	decreases^expression	1	1
Tamoxifen	D013629	10540-29-1	Tamoxifen affects the expression of GHR mRNA	affects^expression	1	1
Temozolomide	D000077204	85622-93-1	Temozolomide results in decreased expression of GHR mRNA	decreases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone deficiency results in increased expression of GHR mRNA	increases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone results in decreased expression of GHR mRNA	decreases^expression	2	1
Testosterone	D013739	58-22-0	Testosterone results in increased expression of GHR mRNA	increases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone results in increased expression of GHR protein	increases^expression	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	AHR gene mutant form inhibits the reaction [Tetrachlorodibenzodioxin results in decreased expression of GHR mRNA]	decreases^expression|decreases^reaction	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	Endosulfan inhibits the reaction [Tetrachlorodibenzodioxin results in decreased expression of GHR mRNA]	decreases^expression|decreases^reaction	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	[Estradiol co-treated with Tetrachlorodibenzodioxin] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin affects the expression of GHR mRNA	affects^expression	2	3
Tetrachlorodibenzodioxin	D013749	1746-01-6	[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin results in decreased expression of GHR mRNA	decreases^expression	12	3
Thioacetamide	D013853	62-55-5	Thioacetamide results in decreased expression of GHR mRNA	decreases^expression	2	2
Thioacetamide	D013853	62-55-5	Thioacetamide results in decreased expression of GHR protein	decreases^expression	1	1
titanium dioxide	C009495	13463-67-7	titanium dioxide affects the expression of GHR mRNA	affects^expression	1	1
Tobacco Smoke Pollution	D014028		Tobacco Smoke Pollution results in decreased expression of GHR mRNA	decreases^expression	2	2
Topotecan	D019772	123948-87-8	[Oxaliplatin co-treated with Topotecan] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
trametinib	C560077		[sotorasib co-treated with trametinib co-treated with NVP-BKM120] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
transfluthrin	C560613		transfluthrin results in increased expression of GHR mRNA	increases^expression	1	1
Tretinoin	D014212	302-79-4	[bis(4-hydroxyphenyl)sulfone co-treated with Tretinoin] results in decreased expression of GHR mRNA	affects^cotreatment|decreases^expression	1	1
Tretinoin	D014212	302-79-4	Tretinoin results in increased expression of GHR mRNA	increases^expression	1	1
Trichloroethylene	D014241	79-01-6	Trichloroethylene results in decreased expression of GHR mRNA	decreases^expression	1	2
trichostatin A	C012589	58880-19-6	trichostatin A results in increased expression of GHR mRNA	increases^expression	1	1
trimellitic anhydride	C015559	552-30-7	trimellitic anhydride results in decreased expression of GHR mRNA	decreases^expression	1	1
triptonide	C084079	38647-11-9	triptonide results in increased expression of GHR mRNA	increases^expression	1	1
valdecoxib	C406224		valdecoxib results in decreased expression of GHR mRNA	decreases^expression	1	1
Valproic Acid	D014635	99-66-1	[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of GHR mRNA	affects^cotreatment|increases^expression	1	1
Valproic Acid	D014635	99-66-1	Valproic Acid results in decreased expression of GHR mRNA	decreases^expression	1	1
Valproic Acid	D014635	99-66-1	Valproic Acid results in decreased methylation of GHR gene	decreases^methylation	1	1
Valproic Acid	D014635	99-66-1	Valproic Acid results in increased expression of GHR mRNA	increases^expression	3	1
Vehicle Emissions	D001335		Vehicle Emissions results in decreased methylation of GHR gene	decreases^methylation	1	1
vinclozolin	C025643	50471-44-8	vinclozolin results in decreased expression of GHR mRNA	decreases^expression	1	1
vinclozolin	C025643	50471-44-8	vinclozolin results in increased expression of GHR mRNA	increases^expression	1	1
vinylidene chloride	C029297	75-35-4	vinylidene chloride results in decreased expression of GHR mRNA	decreases^expression	1	1
Vitamin K 3	D024483	58-27-5	Vitamin K 3 affects the expression of GHR mRNA	affects^expression	1	1
Zinc	D015032	7440-66-6	GH1 protein inhibits the reaction [Zinc deficiency results in decreased expression of GHR mRNA]	decreases^expression|decreases^reaction	1	1
Zinc	D015032	7440-66-6	GH1 protein inhibits the reaction [Zinc deficiency results in decreased expression of GHR protein]	decreases^expression|decreases^reaction	1	1
Zinc	D015032	7440-66-6	Zinc deficiency results in decreased expression of GHR mRNA	decreases^expression	2	1
Zinc	D015032	7440-66-6	Zinc deficiency results in decreased expression of GHR protein	decreases^expression	2	1
Zinc Oxide	D015034	1314-13-2	Zinc Oxide affects the expression of GHR mRNA	affects^expression	1	1
Zinc Sulfate	D019287	7733-02-0	Zinc Sulfate results in decreased expression of GHR mRNA	decreases^expression	1	1
