Chemical Name	Chemical ID	CAS RN	Interaction	Interaction Actions	Reference Count	Organism Count
Propylthiouracil	D011441	51-52-5	Propylthiouracil results in increased expression of PRLR mRNA	increases^expression	1	1
Rapeseed Oil	D000074262		Rapeseed Oil metabolite results in decreased expression of PRLR mRNA	decreases^expression	1	1
Ro 65-7199	C488333		Ro 65-7199 affects the expression of PRLR mRNA	affects^expression	1	1
sandostatinLAR	C541923		sandostatinLAR results in decreased expression of PRLR mRNA	decreases^expression	1	1
senecionine	C009237	130-01-8	senecionine results in decreased expression of PRLR protein	decreases^expression	1	1
Silicon Dioxide	D012822	7631-86-9	Silicon Dioxide results in decreased expression of PRLR mRNA	decreases^expression	1	1
Silver	D012834	7440-22-4	Silver analog results in decreased expression of PRLR mRNA	decreases^expression	1	1
Silver Nitrate	D012835	7761-88-8	Silver Nitrate results in increased expression of PRLR mRNA	increases^expression	1	1
Sirolimus	D020123	53123-88-9	Sirolimus results in decreased expression of PRLR mRNA	decreases^expression	1	1
sodium arsenite	C017947	13768-07-5	sodium arsenite affects the expression of PRLR mRNA	affects^expression	2	1
sodium arsenite	C017947	13768-07-5	sodium arsenite results in increased expression of PRLR mRNA	increases^expression	1	1
Sulfadimethoxine	D013412	122-11-2	Sulfadimethoxine results in decreased expression of PRLR mRNA	decreases^expression	1	1
sulforaphane	C016766		sulforaphane results in decreased expression of PRLR mRNA	decreases^expression	1	1
Sulpiride	D013469	15676-16-1	Sulpiride results in increased expression of PRLR mRNA alternative form	increases^expression	1	1
Sumatriptan	D018170	103628-46-2	[Naproxen co-treated with Sumatriptan] inhibits the reaction [Capsaicin results in increased expression of PRLR protein]	affects^cotreatment|decreases^reaction|increases^expression	1	1
Sumatriptan	D018170	103628-46-2	Sumatriptan affects the reaction [Capsaicin results in increased expression of PRLR protein]	affects^reaction|increases^expression	1	1
systhane	C446685		systhane results in decreased expression of PRLR mRNA	decreases^expression	2	2
T-2 Toxin	D013605	21259-20-1	T-2 Toxin results in increased expression of PRLR mRNA	increases^expression	1	1
Tacrolimus	D016559	109581-93-3	Tacrolimus results in decreased expression of PRLR mRNA	decreases^expression	1	1
Tamoxifen	D013629	10540-29-1	[Bexarotene co-treated with Tamoxifen] results in decreased expression of PRLR mRNA	affects^cotreatment|decreases^expression	1	1
Tamoxifen	D013629	10540-29-1	Tamoxifen results in decreased expression of PRLR mRNA	decreases^expression	1	1
Testosterone	D013739	58-22-0	[Cyproterone Acetate co-treated with Testosterone] results in increased expression of PRLR mRNA	affects^cotreatment|increases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone deficiency results in decreased expression of PRLR mRNA	decreases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone results in decreased expression of PRLR mRNA	decreases^expression	1	1
Testosterone	D013739	58-22-0	Testosterone results in increased expression of PRLR mRNA	increases^expression	3	2
testosterone enanthate	C004648		testosterone enanthate results in decreased expression of PRLR mRNA	decreases^expression	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin affects the expression of PRLR mRNA	affects^expression	1	1
Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin results in decreased expression of PRLR mRNA	decreases^expression	6	2
Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin results in increased expression of PRLR mRNA	increases^expression	1	1
Theophylline	D013806	58-55-9	[Hydrogen Peroxide co-treated with Theophylline] results in decreased expression of PRLR protein	affects^cotreatment|decreases^expression	1	1
Thimerosal	D013849	54-64-8	Thimerosal results in increased expression of PRLR mRNA	increases^expression	1	1
tinuvin	C016151	3896-11-5	tinuvin analog results in increased expression of PRLR mRNA	increases^expression	1	1
titanium dioxide	C009495	13463-67-7	[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in increased expression of PRLR mRNA	affects^cotreatment|increases^expression	1	1
Tobacco Smoke Pollution	D014028		Tobacco Smoke Pollution results in decreased expression of PRLR mRNA	decreases^expression	1	1
Trichloroethylene	D014241	79-01-6	[Benzene co-treated with methylmercury II co-treated with Trichloroethylene] results in increased expression of PRLR mRNA	affects^cotreatment|increases^expression	1	1
Urethane	D014520	51-79-6	Urethane results in decreased expression of PRLR mRNA	decreases^expression	1	1
Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of PRLR mRNA	affects^expression	1	1
Vancomycin	D014640	1404-90-6	Vancomycin results in increased expression of PRLR mRNA	increases^expression	1	1
Vehicle Emissions	D001335		Vehicle Emissions affects the methylation of PRLR gene	affects^methylation	1	1
vinclozolin	C025643	50471-44-8	vinclozolin results in increased expression of PRLR mRNA	increases^expression	1	1
Vincristine	D014750		Vincristine results in increased expression of PRLR mRNA	increases^expression	1	1
vinylidene chloride	C029297	75-35-4	vinylidene chloride results in decreased expression of PRLR mRNA	decreases^expression	1	1
Zinc	D015032	7440-66-6	Zinc deficiency results in decreased expression of PRLR mRNA	decreases^expression	1	1
Zinc	D015032	7440-66-6	Zinc promotes the reaction [GH1 protein binds to PRLR protein]	affects^binding|increases^reaction	1	1
