Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
negative regulation of endothelial cell apoptotic process	GOTERM_BP_DIRECT	5	0.7183908045977011	0.0328156764641143	FGB, SEMA5A, FGA, ITGB3, ICAM1	643	37	19453	4.088310705729057	1.0	1.0	0.9985198342214328
endocytosis	GOTERM_BP_DIRECT	13	1.8678160919540232	0.0328703543581073	USP33, STON1, STON1-GTF2A1L, DNM1, GHR, CREG1, DPYSL2, ATP6V1H, RHOU, EPS15, LDLR, RHOQ, LRP12	643	199	19453	1.9763592456840973	1.0	1.0	0.9985198342214328
regulation of apoptotic process	GOTERM_BP_DIRECT	15	2.155172413793104	0.0333225733128596	RTKN, STAT1, CIDEB, RTN4, CASP5, LOX, DLG5, RPS3, BIRC5, ABL2, GAS1, PTPN6, HS1BP3, CTSB, MCL1	643	245	19453	1.8522550544323484	1.0	1.0	0.9985198342214328
regulation of type B pancreatic cell proliferation	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0335650384902577	NR4A1, NR4A3, BIRC5	643	9	19453	10.084499740798345	1.0	1.0	0.9985198342214328
regulation of defense response to virus	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0335650384902577	HERC5, ELMOD2, IFIT1	643	9	19453	10.084499740798345	1.0	1.0	0.9985198342214328
mitochondrial outer membrane permeabilization	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0335650384902577	BNIP3L, RHOT2, BLOC1S2	643	9	19453	10.084499740798345	1.0	1.0	0.9985198342214328
cell migration involved in sprouting angiogenesis	GOTERM_BP_DIRECT	4	0.5747126436781609	0.0345556512995358	EFNB2, NR4A1, FGF2, VEGFA	643	22	19453	5.5006362222536405	1.0	1.0	0.9985198342214328
lysosomal lumen acidification	GOTERM_BP_DIRECT	4	0.5747126436781609	0.0345556512995358	CREG1, ATP6AP2, ATP6V1H, ATP6V1D	643	22	19453	5.5006362222536405	1.0	1.0	0.9985198342214328
bone mineralization	GOTERM_BP_DIRECT	6	0.8620689655172413	0.034605704439411	MINPP1, BMP2, LOX, EIF2AK3, TMEM38B, LGR4	643	55	19453	3.3003817333521845	1.0	1.0	0.9985198342214328
negative regulation of cytokine production	GOTERM_BP_DIRECT	5	0.7183908045977011	0.0357516612007831	RPS6KA4, TWSG1, GPNMB, SYT11, LGR4	643	38	19453	3.9807235818940825	1.0	1.0	0.9985198342214328
lipid transport	GOTERM_BP_DIRECT	8	1.1494252873563218	0.0358692200923465	OSBPL8, APOL6, VPS13D, APOC1, VPS13A, ESYT3, CLN8, TEX2	643	94	19453	2.5747658912676616	1.0	1.0	0.9985198342214328
positive regulation of fibroblast proliferation	GOTERM_BP_DIRECT	6	0.8620689655172413	0.0370068986454532	NGFR, CCNB1, ITGB3, WNT5A, PDGFC, E2F1	643	56	19453	3.2414463452566102	1.0	1.0	0.9985198342214328
negative regulation of protein binding	GOTERM_BP_DIRECT	7	1.0057471264367817	0.0373345705252308	USP33, DDX11, DISC1, IFIT1, AURKB, IFIT2, PPP1CA	643	75	19453	2.8236599274235354	1.0	1.0	0.9985198342214328
regulation of protein localization	GOTERM_BP_DIRECT	8	1.1494252873563218	0.0376684229586138	TTC8, BORA, TRIM17, FBXW7, ITGB3, WNT5A, TRIM14, RAB9A	643	95	19453	2.547663092412213	1.0	1.0	0.9985198342214328
positive regulation of exocytosis	GOTERM_BP_DIRECT	4	0.5747126436781609	0.0387920182658089	FGB, FGA, RAB9A, STXBP5	643	23	19453	5.261478125633918	1.0	1.0	0.9985198342214328
regulation of mitotic nuclear division	GOTERM_BP_DIRECT	4	0.5747126436781609	0.0387920182658089	BORA, CAV2, CCDC8, PKMYT1	643	23	19453	5.261478125633918	1.0	1.0	0.9985198342214328
NAD biosynthesis via nicotinamide riboside salvage pathway	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0410540248622668	NAMPT, PARP9, NUDT12	643	10	19453	9.076049766718508	1.0	1.0	0.9985198342214328
lysosomal protein catabolic process	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0410540248622668	BLOC1S2, VPS13A, TPP1	643	10	19453	9.076049766718508	1.0	1.0	0.9985198342214328
endocardial cushion development	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0410540248622668	BMPR2, ERBB3, CITED2	643	10	19453	9.076049766718508	1.0	1.0	0.9985198342214328
Golgi lumen acidification	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0410540248622668	ATP6AP2, ATP6V1H, ATP6V1D	643	10	19453	9.076049766718508	1.0	1.0	0.9985198342214328
positive regulation of protein localization to nucleus	GOTERM_BP_DIRECT	5	0.7183908045977011	0.042064595191705	NGFR, DTX3L, TFRC, EIF2AK3, PARP9	643	40	19453	3.781687402799378	1.0	1.0	0.9985198342214328
membrane fission	GOTERM_BP_DIRECT	5	0.7183908045977011	0.042064595191705	CHMP2B, EXOC6B, VPS37A, CORO1C, CHMP5	643	40	19453	3.781687402799378	1.0	1.0	0.9985198342214328
G2/M transition of mitotic cell cycle	GOTERM_BP_DIRECT	6	0.8620689655172413	0.0421092763390761	PLK3, CCNB1, BIRC5, PKMYT1, CDK14, CALM2	643	58	19453	3.129672333351209	1.0	1.0	0.9985198342214328
response to xenobiotic stimulus	GOTERM_BP_DIRECT	16	2.2988505747126435	0.0421831189782512	LYN, GRIA1, HDAC4, SS18, COL18A1, ABCC1, MAOB, SEMA3C, STAT1, ITGA3, SLC1A2, HTR2B, LOX, FOSB, PAM, KCNK3	643	277	19453	1.747494539921734	1.0	1.0	0.9985198342214328
cell migration	GOTERM_BP_DIRECT	16	2.2988505747126435	0.0433263610353119	NTNG2, USP9X, ITGB3, SDC2, USP33, PRPF40A, PBXIP1, PARP9, RHOB, CORO1C, PDPN, TYRO3, ITGB8, RHOU, RHOQ, NCK1	643	278	19453	1.7412085883392818	1.0	1.0	0.9985198342214328
cellular response to mechanical stimulus	GOTERM_BP_DIRECT	7	1.0057471264367817	0.0439113826899406	HDAC4, CASP5, IL1B, ITGB3, SLC38A2, FGF2, KCNJ2	643	78	19453	2.7150576225226306	1.0	1.0	0.9985198342214328
negative regulation of cell migration	GOTERM_BP_DIRECT	12	1.7241379310344829	0.0448910177623984	OSBPL8, NGFR, KANK1, CITED2, LIMCH1, DLG5, STC1, ADARB1, THY1, ING1, SAP30, RHOB	643	186	19453	1.9518386595093564	1.0	1.0	0.9985198342214328
cell adhesion mediated by integrin	GOTERM_BP_DIRECT	5	0.7183908045977011	0.0454417725802847	ITGA3, ITGB3, ITGB8, ITGA6, ICAM1	643	41	19453	3.68945112468232	1.0	1.0	0.9985198342214328
mitotic metaphase plate congression	GOTERM_BP_DIRECT	5	0.7183908045977011	0.0489658112387346	CCNB1, CDCA5, CHMP2B, ANKRD53, CHMP5	643	42	19453	3.601607050285122	1.0	1.0	0.9985198342214328
regulation of cytokinesis	GOTERM_BP_DIRECT	5	0.7183908045977011	0.0489658112387346	PLK3, PRPF40A, KLHL13, CALM2, AURKB	643	42	19453	3.601607050285122	1.0	1.0	0.9985198342214328
positive regulation of ubiquitin protein ligase activity	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0491012175529471	CDC20, UBE2C, SKP1	643	11	19453	8.250954333380461	1.0	1.0	0.9985198342214328
limb bud formation	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0491012175529471	SEMA3C, WNT3, SOX4	643	11	19453	8.250954333380461	1.0	1.0	0.9985198342214328
response to interferon-beta	GOTERM_BP_DIRECT	3	0.4310344827586206	0.0491012175529471	PLSCR1, STAT1, XAF1	643	11	19453	8.250954333380461	1.0	1.0	0.9985198342214328
