Gene	Labels	Color
DCLK1	40	mediumpurple3
DCLK2	2	blue
DCLRE1B	7	black
DCN	10	purple
DCP2	10	purple
DCPS	2	blue
DCST1	18	lightgreen
DCST2	7	black
DCTD	1	turquoise
DCTN4	1	turquoise
DCTN5	29	saddlebrown
DCTN6	1	turquoise
DCTPP1	3	brown
DCUN1D1	1	turquoise
DCUN1D4	1	turquoise
DCX	2	blue
DCXR	6	red
DDA1	19	lightyellow
DDAH1	1	turquoise
DDAH2	8	pink
DDB1	1	turquoise
DDB2	18	lightgreen
DDC	32	violet
DDHD1	5	green
DDHD2	1	turquoise
DDI2	1	turquoise
DDIT3	30	steelblue
DDIT4	41	lightsteelblue1
DDN	16	lightcyan
DDO	6	red
DDR1	8	pink
DDR2	35	sienna3
DDRGK1	16	lightcyan
DDT	24	darkgrey
DDTL	11	greenyellow
DDX10	7	black
DDX11	5	green
DDX17	1	turquoise
DDX18	1	turquoise
DDX19A	7	black
DDX19B	27	white
DDX20	1	turquoise
DDX21	18	lightgreen
DDX24	1	turquoise
DDX27	7	black
DDX39A	4	yellow
DDX39B	8	pink
DDX3X	1	turquoise
DDX3Y	3	brown
DDX41	7	black
DDX42	1	turquoise
DDX43	2	blue
DDX49	10	purple
DDX5	1	turquoise
DDX52	3	brown
DDX54	7	black
DDX56	19	lightyellow
DDX58	10	purple
DDX59	45	darkorange2
DDX6	1	turquoise
DDX60	7	black
DDX60L	45	darkorange2
DEAF1	1	turquoise
DECR1	1	turquoise
DECR2	19	lightyellow
DEDD	7	black
DEF6	22	darkgreen
DEFA1B	11	greenyellow
DEFA3	13	salmon
DEFB1	3	brown
DEFB124	19	lightyellow
DEGS1	1	turquoise
DEGS2	1	turquoise
DEK	1	turquoise
DENND1A	9	magenta
DENND2A	34	darkmagenta
DENND2C	4	yellow
DENND2D	4	yellow
DENND4A	1	turquoise
DENND4B	27	white
DENND4C	28	skyblue
DENND5A	1	turquoise
DENND5B	5	green
DEPDC1B	3	brown
DEPDC7	2	blue
DEPTOR	1	turquoise
DERA	6	red
DERL1	5	green
DERL3	8	pink
DES	1	turquoise
DET1	41	lightsteelblue1
DEXI	1	turquoise
DFFB	2	blue
DGAT1	35	sienna3
DGAT2	37	skyblue3
DGCR2	7	black
DGCR6	6	red
DGCR8	2	blue
DGKA	6	red
DGKB	40	mediumpurple3
DGKD	15	midnightblue
DGKE	6	red
DGKH	2	blue
DGKQ	22	darkgreen
DGKZ	12	tan
DGUOK	13	salmon
DHCR24	3	brown
DHCR7	2	blue
DHDDS	21	darkred
DHDH	23	darkturquoise
DHH	32	violet
DHODH	7	black
DHPS	7	black
DHRS1	34	darkmagenta
DHRS11	18	lightgreen
DHRS12	22	darkgreen
DHRS13	45	darkorange2
DHRS3	1	turquoise
DHRS4	5	green
DHRS4L2	2	blue
DHRS7B	19	lightyellow
DHRS9	4	yellow
DHRSX	5	green
DHX16	8	pink
DHX29	12	tan
DHX30	7	black
DHX32	1	turquoise
DHX33	1	turquoise
DHX34	7	black
DHX36	5	green
DHX37	10	purple
DHX40	1	turquoise
DHX57	2	blue
DHX8	6	red
DHX9	7	black
DIAPH1	13	salmon
DIAPH2	2	blue
DIAPH3	25	orange
DICER1	1	turquoise
DIO2	2	blue
DIO3	5	green
DIP2A	1	turquoise
DIP2B	5	green
DIP2C	2	blue
DIRAS1	43	ivory
DIRAS2	9	magenta
DIRC1	4	yellow
DIRC3	47	bisque4
DIS3	19	lightyellow
DIS3L	7	black
DIS3L2	1	turquoise
DISC1	5	green
DISP1	1	turquoise
DIXDC1	2	blue
DKC1	1	turquoise
DKK1	25	orange
DKK3	9	magenta
DKK4	14	cyan
DLC1	18	lightgreen
DLD	1	turquoise
DLEC1	2	blue
DLEU1	12	tan
DLEU7	31	paleturquoise
DLG1	1	turquoise
DLG3	3	brown
DLG4	8	pink
DLG5	5	green
DLGAP1	3	brown
DLGAP2	3	brown
DLGAP3	4	yellow
DLGAP5	9	magenta
DLK1	25	orange
DLK2	8	pink
DLL1	4	yellow
DLL3	23	darkturquoise
DLL4	6	red
DLX1	23	darkturquoise
DLX2	4	yellow
DLX3	2	blue
DLX4	2	blue
DLX5	9	magenta
DLX6	2	blue
DMBT1	3	brown
DMC1	11	greenyellow
DMD	2	blue
DMGDH	1	turquoise
DMKN	1	turquoise
DMPK	7	black
DMRTA1	3	brown
DMRTA2	33	darkolivegreen
DMTF1	1	turquoise
DMWD	1	turquoise
DMXL1	16	lightcyan
DNA2	1	turquoise
DNAAF1	7	black
DNAAF2	15	midnightblue
DNAH1	3	brown
DNAH11	17	grey60
DNAH14	1	turquoise
DNAH17	1	turquoise
DNAH2	3	brown
DNAH6	3	brown
DNAH7	3	brown
DNAH8	49	plum2
DNAH9	3	brown
DNAI1	2	blue
DNAI2	14	cyan
DNAJA1	1	turquoise
DNAJA3	18	lightgreen
DNAJA4	1	turquoise
DNAJB13	3	brown
DNAJB14	1	turquoise
DNAJB4	1	turquoise
DNAJB5	4	yellow
DNAJB6	7	black
DNAJB7	8	pink
DNAJB9	5	green
DNAJC10	1	turquoise
DNAJC13	7	black
DNAJC14	34	darkmagenta
DNAJC15	30	steelblue
DNAJC17	10	purple
DNAJC18	30	steelblue
DNAJC19	1	turquoise
DNAJC2	6	red
DNAJC21	1	turquoise
DNAJC22	4	yellow
DNAJC24	1	turquoise
DNAJC3	5	green
DNAJC30	34	darkmagenta
DNAJC5	11	greenyellow
DNAJC6	11	greenyellow
DNAJC9	1	turquoise
DNAL1	9	magenta
DNAL4	7	black
DNASE1	8	pink
DNASE1L1	8	pink
DNASE1L2	7	black
DNASE1L3	4	yellow
DNASE2	4	yellow
DNER	3	brown
DNHD1	27	white
DNLZ	2	blue
DNM1	5	green
DNM1L	2	blue
DNM2	2	blue
DNMBP	11	greenyellow
DNMT1	11	greenyellow
DNMT3A	2	blue
DNMT3B	4	yellow
DNPEP	13	salmon
DNTT	32	violet
DNTTIP2	1	turquoise
DOC2A	1	turquoise
DOC2B	6	red
DOCK1	1	turquoise
DOCK10	4	yellow
DOCK2	4	yellow
DOCK3	12	tan
DOCK4	9	magenta
DOCK5	2	blue
DOCK6	12	tan
DOCK7	11	greenyellow
DOCK8	15	midnightblue
DOK1	7	black
DOK2	10	purple
DOK3	12	tan
DOK4	2	blue
DOK5	6	red
DOK6	6	red
DOK7	15	midnightblue
DOLK	20	royalblue
DONSON	28	skyblue
DOT1L	13	salmon
DPAGT1	21	darkred
DPCD	2	blue
DPEP1	2	blue
DPEP2	21	darkred
DPEP3	37	skyblue3
DPF1	2	blue
DPF3	3	brown
DPH1	29	saddlebrown
DPH2	12	tan
DPH5	7	black
DPM2	13	salmon
DPM3	10	purple
DPP10	49	plum2
DPP3	12	tan
DPP4	6	red
DPP6	2	blue
DPP7	6	red
DPP8	1	turquoise
DPP9	27	white
DPPA2	17	grey60
DPPA4	2	blue
DPRX	40	mediumpurple3
DPT	2	blue
DPY19L1	5	green
DPY19L2	4	yellow
DPY19L3	7	black
DPY19L4	1	turquoise
DPY30	6	red
DPYD	5	green
DPYSL2	5	green
DPYSL3	1	turquoise
DPYSL4	2	blue
DPYSL5	37	skyblue3
DQX1	17	grey60
DR1	1	turquoise
DRAM1	2	blue
DRAM2	2	blue
DRAP1	1	turquoise
DRD1	2	blue
DRD2	37	skyblue3
DRD4	11	greenyellow
DRD5	23	darkturquoise
DROSHA	1	turquoise
DRP2	2	blue
DSC2	2	blue
DSC3	25	orange
DSCAM	24	darkgrey
DSCAML1	1	turquoise
DSCC1	16	lightcyan
DSCR4	2	blue
DSCR8	2	blue
DSE	1	turquoise
DSEL	2	blue
DSG2	2	blue
DSP	2	blue
DSPP	37	skyblue3
DST	5	green
DSTYK	5	green
DTD1	7	black
DTHD1	9	magenta
DTL	4	yellow
DTNA	2	blue
DTNB	2	blue
DTWD1	12	tan
DTX1	1	turquoise
DTX3	4	yellow
DTX3L	5	green
DTX4	2	blue
DTYMK	6	red
DUOX1	3	brown
DUOX2	2	blue
DUOXA1	3	brown
DUOXA2	25	orange
DUS1L	22	darkgreen
DUS3L	22	darkgreen
DUS4L	29	saddlebrown
DUSP1	41	lightsteelblue1
DUSP10	4	yellow
DUSP12	38	plum1
DUSP13	42	lightcyan1
DUSP14	1	turquoise
DUSP15	7	black
DUSP16	15	midnightblue
DUSP2	41	lightsteelblue1
DUSP23	2	blue
DUSP28	11	greenyellow
DUSP4	2	blue
DUSP5	2	blue
DUSP6	6	red
DUSP7	1	turquoise
DUSP8	4	yellow
DUSP9	2	blue
DUT	28	skyblue
DVL1	28	skyblue
DVL2	30	steelblue
DVL3	9	magenta
DYDC2	44	floralwhite
DYM	16	lightcyan
DYNC1H1	20	royalblue
DYNC1I1	6	red
DYNC1I2	1	turquoise
DYNC1LI2	1	turquoise
DYNC2H1	12	tan
DYNC2LI1	2	blue
DYNLRB1	1	turquoise
DYNLRB2	4	yellow
DYNLT1	27	white
DYNLT3	1	turquoise
DYRK1A	1	turquoise
DYRK1B	28	skyblue
DYRK2	13	salmon
DYSF	3	brown
DZANK1	6	red
DZIP1	7	black
DZIP1L	28	skyblue
E2F1	5	green
E2F2	3	brown
E2F4	1	turquoise
E2F5	3	brown
E2F7	4	yellow
E2F8	4	yellow
E4F1	5	green
EAF1	5	green
EAF2	2	blue
EAPP	5	green
EARS2	29	saddlebrown
EBAG9	1	turquoise
EBF1	34	darkmagenta
EBF2	17	grey60
EBF3	42	lightcyan1
EBF4	1	turquoise
EBI3	2	blue
EBP	5	green
EBPL	4	yellow
ECD	1	turquoise
ECE1	5	green
ECEL1	36	yellowgreen
ECH1	5	green
ECHDC2	2	blue
ECHDC3	28	skyblue
ECHS1	1	turquoise
ECI1	10	purple
ECM1	9	magenta
ECM2	4	yellow
ECSCR	3	brown
ECSIT	10	purple
ECT2	2	blue
EDA	4	yellow
EDA2R	2	blue
EDARADD	2	blue
EDC3	7	black
EDC4	18	lightgreen
EDDM3A	44	floralwhite
EDEM1	11	greenyellow
EDEM3	10	purple
EDF1	1	turquoise
EDIL3	1	turquoise
EDN1	3	brown
EDN2	26	darkorange
EDN3	25	orange
EDNRA	2	blue
EDNRB	4	yellow
EEA1	1	turquoise
EED	20	royalblue
EEF1A1	7	black
EEF1A2	2	blue
EEF1B2	10	purple
EEF1D	10	purple
EEF1E1	1	turquoise
EEF2	7	black
EEF2K	9	magenta
EEFSEC	12	tan
EFCAB1	4	yellow
EFCAB10	8	pink
EFCAB2	1	turquoise
EFCAB3	5	green
EFCAB5	8	pink
EFCAB6	3	brown
EFEMP1	15	midnightblue
EFEMP2	11	greenyellow
EFHB	2	blue
EFHC2	26	darkorange
EFHD1	15	midnightblue
EFHD2	2	blue
EFNA1	2	blue
EFNA3	3	brown
EFNA4	6	red
EFNB1	2	blue
EFNB2	5	green
EFNB3	4	yellow
EFR3A	20	royalblue
EFR3B	17	grey60
EFS	4	yellow
EFTUD2	7	black
EGFL6	3	brown
EGFL7	3	brown
EGFL8	8	pink
EGFLAM	2	blue
EGFR	10	purple
EGLN1	2	blue
EGLN2	1	turquoise
EGLN3	2	blue
EGR1	1	turquoise
EGR2	14	cyan
EGR3	3	brown
EGR4	37	skyblue3
EHBP1	4	yellow
EHBP1L1	12	tan
EHD1	4	yellow
EHD2	34	darkmagenta
EHD3	2	blue
EHD4	1	turquoise
EHF	3	brown
EHHADH	1	turquoise
EHMT2	8	pink
EI24	2	blue
EID1	1	turquoise
EID2	7	black
EID2B	46	brown4
EID3	1	turquoise
EIF1AD	8	pink
EIF1AY	3	brown
EIF2A	21	darkred
EIF2AK1	2	blue
EIF2AK2	4	yellow
EIF2AK3	5	green
EIF2AK4	7	black
EIF2B3	1	turquoise
EIF2B5	1	turquoise
EIF2D	7	black
EIF3A	1	turquoise
EIF3C	41	lightsteelblue1
EIF3CL	2	blue
EIF3D	7	black
EIF3E	21	darkred
EIF3F	10	purple
EIF3G	10	purple
EIF3J	1	turquoise
EIF3K	1	turquoise
EIF3L	7	black
EIF4A1	2	blue
EIF4A3	2	blue
EIF4B	1	turquoise
EIF4E	1	turquoise
EIF4E1B	11	greenyellow
EIF4E3	6	red
EIF4EBP1	6	red
EIF4EBP2	5	green
EIF4EBP3	1	turquoise
EIF4ENIF1	20	royalblue
EIF4G1	1	turquoise
EIF4G3	5	green
EIF4H	2	blue
EIF5	1	turquoise
EIF5A	7	black
EIF5B	17	grey60
EIF6	22	darkgreen
ELAC1	21	darkred
ELAC2	7	black
ELANE	43	ivory
ELAVL1	28	skyblue
ELAVL3	2	blue
ELF1	1	turquoise
ELF2	1	turquoise
ELF3	11	greenyellow
ELF4	2	blue
ELF5	3	brown
ELFN1	16	lightcyan
ELK3	1	turquoise
ELK4	1	turquoise
ELL2	5	green
ELMO1	2	blue
ELMO3	28	skyblue
ELMOD1	4	yellow
ELMOD2	5	green
ELMOD3	1	turquoise
ELN	4	yellow
ELOVL2	2	blue
ELOVL3	4	yellow
ELOVL4	5	green
ELOVL5	2	blue
ELOVL6	3	brown
ELOVL7	3	brown
ELP2	1	turquoise
ELP3	6	red
ELP4	2	blue
EMB	3	brown
EMCN	3	brown
EMD	22	darkgreen
EME1	8	pink
EME2	8	pink
EMID1	2	blue
EMILIN1	4	yellow
EMILIN3	23	darkturquoise
EML1	5	green
EML2	5	green
EML3	7	black
EML5	5	green
EML6	10	purple
EMP1	1	turquoise
EMP2	24	darkgrey
EMP3	13	salmon
EMX2	3	brown
EN1	39	orangered4
EN2	4	yellow
ENAH	13	salmon
ENC1	2	blue
ENDOD1	1	turquoise
ENDOG	6	red
ENDOU	39	orangered4
ENDOV	8	pink
ENG	7	black
ENGASE	11	greenyellow
ENHO	19	lightyellow
ENKUR	2	blue
ENO1	2	blue
ENO2	1	turquoise
ENO3	15	midnightblue
ENO4	33	darkolivegreen
ENOPH1	20	royalblue
ENOSF1	2	blue
ENOX1	49	plum2
ENOX2	6	red
ENPEP	4	yellow
ENPP1	11	greenyellow
ENPP2	6	red
ENPP3	3	brown
ENPP4	1	turquoise
ENPP5	3	brown
ENPP6	2	blue
ENPP7	4	yellow
ENTHD1	33	darkolivegreen
ENTPD1	1	turquoise
ENTPD2	6	red
ENTPD3	26	darkorange
ENTPD4	18	lightgreen
ENTPD5	29	saddlebrown
ENTPD7	19	lightyellow
ENTPD8	8	pink
ENY2	19	lightyellow
EOMES	4	yellow
EP300	1	turquoise
EP400	1	turquoise
EPAS1	2	blue
EPB41	1	turquoise
EPB41L1	6	red
EPB41L2	1	turquoise
EPB41L3	41	lightsteelblue1
EPB41L4A	3	brown
EPB41L4B	1	turquoise
EPB41L5	2	blue
EPB42	24	darkgrey
EPC1	1	turquoise
EPC2	1	turquoise
EPCAM	3	brown
EPDR1	5	green
EPG5	5	green
EPHA10	3	brown
EPHA2	15	midnightblue
EPHA3	17	grey60
EPHA5	3	brown
EPHA6	4	yellow
EPHA7	25	orange
EPHB1	5	green
EPHB2	2	blue
EPHB3	2	blue
EPHB4	4	yellow
EPHB6	2	blue
EPHX1	3	brown
EPHX2	9	magenta
EPHX3	2	blue
EPHX4	6	red
EPM2AIP1	1	turquoise
EPN1	19	lightyellow
EPN2	28	skyblue
EPN3	4	yellow
EPO	4	yellow
EPOR	18	lightgreen
EPPK1	11	greenyellow
EPS15	5	green
EPS8	6	red
EPS8L1	32	violet
EPS8L2	2	blue
EPS8L3	4	yellow
EPSTI1	5	green
EPYC	5	green
ERAP1	13	salmon
ERAP2	9	magenta
ERBB2	2	blue
ERBB3	5	green
ERBB4	14	cyan
ERC1	1	turquoise
ERCC1	10	purple
ERCC2	7	black
ERCC5	2	blue
EREG	14	cyan
ERF	11	greenyellow
ERG	3	brown
ERGIC1	41	lightsteelblue1
ERGIC2	1	turquoise
ERGIC3	22	darkgreen
ERH	1	turquoise
ERI1	4	yellow
ERI2	16	lightcyan
ERLEC1	5	green
ERLIN2	1	turquoise
ERMAP	2	blue
ERMN	17	grey60
ERMP1	5	green
ERN1	20	royalblue
ERN2	25	orange
ERP27	20	royalblue
ERP44	1	turquoise
ERRFI1	2	blue
ERV3-1	5	green
ERVMER34-1	26	darkorange
ERVV-1	2	blue
ERVV-2	2	blue
ESAM	2	blue
ESCO1	1	turquoise
ESCO2	4	yellow
ESF1	1	turquoise
ESM1	4	yellow
ESPL1	5	green
ESPNL	2	blue
ESR1	6	red
ESR2	3	brown
ESRP1	2	blue
ESRP2	3	brown
ESRRA	12	tan
ESRRB	9	magenta
ESRRG	25	orange
ESX1	24	darkgrey
ESYT2	1	turquoise
ESYT3	5	green
ETAA1	4	yellow
ETFB	38	plum1
ETFDH	10	purple
ETNK1	1	turquoise
ETNK2	39	orangered4
ETS1	6	red
ETS2	1	turquoise
ETV1	3	brown
ETV2	5	green
ETV3	1	turquoise
ETV4	2	blue
ETV5	7	black
ETV7	5	green
EVC	6	red
EVI2A	20	royalblue
EVI2B	1	turquoise
EVI5	1	turquoise
EVI5L	2	blue
EVL	1	turquoise
EVPL	3	brown
EVX1	2	blue
EXD1	9	magenta
EXD3	2	blue
EXOC3	1	turquoise
EXOC3L1	6	red
EXOC3L2	3	brown
EXOC3L4	9	magenta
EXOC6	6	red
EXOC6B	5	green
EXOC7	6	red
EXOC8	6	red
EXOSC2	28	skyblue
EXOSC3	1	turquoise
EXOSC4	13	salmon
EXOSC5	10	purple
EXOSC6	1	turquoise
EXOSC7	12	tan
EXPH5	18	lightgreen
EXT2	19	lightyellow
EXTL1	9	magenta
EXTL2	21	darkred
EXTL3	2	blue
EYA2	3	brown
EYA4	43	ivory
EYS	16	lightcyan
EZH1	7	black
EZH2	1	turquoise
EZR	2	blue
F11R	2	blue
F12	9	magenta
F13A1	11	greenyellow
F2	3	brown
F2R	2	blue
F2RL1	3	brown
F2RL2	2	blue
F2RL3	2	blue
F3	5	green
F8	9	magenta
F8A1	2	blue
F8A2	4	yellow
FA2H	46	brown4
FAAH	5	green
FAAH2	3	brown
FABP3	18	lightgreen
FABP4	25	orange
FABP5	23	darkturquoise
FABP6	37	skyblue3
FADS1	5	green
FADS2	3	brown
FAH	6	red
FAHD2A	15	midnightblue
FAHD2B	27	white
FAIM2	4	yellow
FAM102A	4	yellow
FAM102B	4	yellow
FAM106A	49	plum2
FAM107A	3	brown
FAM107B	5	green
FAM110A	2	blue
FAM110B	11	greenyellow
FAM110C	3	brown
FAM110D	3	brown
FAM111B	4	yellow
FAM114A2	1	turquoise
FAM117A	3	brown
FAM117B	2	blue
FAM118A	1	turquoise
FAM118B	27	white
FAM120AOS	1	turquoise
FAM122B	1	turquoise
FAM122C	8	pink
FAM124A	5	green
FAM124B	2	blue
FAM126A	1	turquoise
FAM126B	5	green
FAM131A	12	tan
FAM131B	4	yellow
FAM131C	32	violet
FAM133B	1	turquoise
FAM135A	18	lightgreen
FAM135B	49	plum2
FAM13A	1	turquoise
FAM13C	11	greenyellow
FAM149A	3	brown
FAM151A	4	yellow
FAM151B	11	greenyellow
FAM153A	32	violet
FAM153B	1	turquoise
FAM155A	1	turquoise
FAM155B	3	brown
FAM156A	2	blue
FAM156B	2	blue
FAM160A1	23	darkturquoise
FAM160A2	4	yellow
FAM160B2	2	blue
FAM161B	16	lightcyan
FAM162A	2	blue
FAM162B	42	lightcyan1
FAM163A	2	blue
FAM163B	46	brown4
FAM166B	8	pink
FAM167A	6	red
FAM167B	23	darkturquoise
FAM168A	1	turquoise
FAM168B	1	turquoise
FAM169A	9	magenta
FAM169B	3	brown
FAM170A	48	darkslateblue
FAM171A1	3	brown
FAM171B	6	red
FAM174A	12	tan
FAM174B	19	lightyellow
FAM177A1	13	salmon
FAM177B	2	blue
FAM178B	36	yellowgreen
FAM180A	5	green
FAM180B	9	magenta
FAM181A	14	cyan
FAM181B	14	cyan
FAM183A	5	green
FAM184A	48	darkslateblue
FAM184B	36	yellowgreen
FAM186B	2	blue
FAM187B	2	blue
FAM189A2	3	brown
FAM189B	30	steelblue
FAM200B	12	tan
FAM207A	38	plum1
FAM209A	9	magenta
FAM209B	34	darkmagenta
FAM20A	18	lightgreen
FAM20C	5	green
FAM210A	2	blue
FAM214A	5	green
FAM216A	8	pink
FAM216B	14	cyan
FAM24B	1	turquoise
FAM27C	5	green
FAM3A	22	darkgreen
FAM3B	12	tan
FAM3C	1	turquoise
FAM3D	3	brown
FAM43A	2	blue
FAM47E	2	blue
FAM50A	29	saddlebrown
FAM50B	23	darkturquoise
FAM53A	6	red
FAM53B	5	green
FAM71E1	8	pink
FAM71E2	44	floralwhite
FAM71F1	14	cyan
FAM72A	23	darkturquoise
FAM72B	4	yellow
FAM72D	48	darkslateblue
FAM76B	1	turquoise
FAM78A	2	blue
FAM78B	4	yellow
FAM81A	2	blue
FAM81B	48	darkslateblue
FAM83A	25	orange
FAM83B	17	grey60
FAM83D	4	yellow
FAM83E	14	cyan
FAM83F	3	brown
FAM83G	2	blue
FAM83H	2	blue
FAM86B1	11	greenyellow
FAM86B2	2	blue
FAM89A	5	green
FAM89B	7	black
FAM8A1	2	blue
FAM90A1	4	yellow
FAM91A1	5	green
FAM98B	1	turquoise
FAM98C	5	green
FAN1	5	green
FANCA	5	green
FANCC	11	greenyellow
FANCE	2	blue
FANCF	21	darkred
FANCG	30	steelblue
FANCI	1	turquoise
FANCL	11	greenyellow
FANCM	1	turquoise
FANK1	15	midnightblue
FAP	1	turquoise
FAR1	1	turquoise
FAR2	12	tan
FARP1	1	turquoise
FARS2	13	salmon
FARSA	7	black
FARSB	28	skyblue
FASLG	4	yellow
FASN	5	green
FASTKD2	15	midnightblue
FAT1	19	lightyellow
FAT2	2	blue
FAU	10	purple
FAXC	2	blue
FBF1	14	cyan
FBL	4	yellow
FBLIM1	2	blue
FBLL1	4	yellow
FBLN1	7	black
FBLN2	21	darkred
FBLN5	9	magenta
FBLN7	16	lightcyan
FBN1	1	turquoise
FBN2	4	yellow
FBN3	37	skyblue3
FBP1	2	blue
FBP2	23	darkturquoise
FBRSL1	4	yellow
FBXL12	7	black
FBXL13	4	yellow
FBXL14	7	black
FBXL15	10	purple
FBXL16	4	yellow
FBXL17	1	turquoise
FBXL2	5	green
FBXL22	14	cyan
FBXL3	1	turquoise
FBXL6	10	purple
FBXL7	4	yellow
FBXL8	28	skyblue
FBXO10	6	red
FBXO11	1	turquoise
FBXO16	11	greenyellow
FBXO17	9	magenta
FBXO2	9	magenta
FBXO21	1	turquoise
FBXO22	28	skyblue
FBXO24	8	pink
FBXO28	1	turquoise
FBXO3	1	turquoise
FBXO30	1	turquoise
FBXO32	2	blue
FBXO33	5	green
FBXO34	1	turquoise
FBXO36	6	red
FBXO39	18	lightgreen
FBXO4	2	blue
FBXO41	2	blue
FBXO46	12	tan
FBXO5	21	darkred
FBXO8	1	turquoise
FBXO9	35	sienna3
FBXW11	6	red
FBXW2	1	turquoise
FBXW7	5	green
FBXW8	1	turquoise
FBXW9	34	darkmagenta
FCAR	2	blue
FCER1A	3	brown
FCER1G	22	darkgreen
FCER2	23	darkturquoise
FCF1	1	turquoise
FCGBP	29	saddlebrown
FCGR1A	2	blue
FCGR1B	3	brown
FCGR2A	2	blue
FCGR2B	2	blue
FCGR3A	33	darkolivegreen
FCGR3B	1	turquoise
FCGRT	1	turquoise
FCHO1	7	black
FCHO2	1	turquoise
FCN1	2	blue
FCN3	2	blue
FCRL1	24	darkgrey
FCRL2	25	orange
FCRL6	4	yellow
FCRLA	2	blue
FCRLB	2	blue
FDCSP	1	turquoise
FDFT1	16	lightcyan
FDXACB1	3	brown
FDXR	15	midnightblue
FEM1A	7	black
FEM1B	1	turquoise
FEM1C	2	blue
FEN1	1	turquoise
FER	2	blue
FERMT1	48	darkslateblue
FERMT2	48	darkslateblue
FERMT3	15	midnightblue
FES	22	darkgreen
FEZ1	7	black
FFAR2	17	grey60
FFAR3	33	darkolivegreen
FGA	5	green
FGB	5	green
FGD1	16	lightcyan
FGD2	4	yellow
FGD3	1	turquoise
FGD4	2	blue
FGD5	2	blue
FGD6	5	green
FGF1	2	blue
FGF10	6	red
FGF11	2	blue
FGF12	3	brown
FGF13	11	greenyellow
FGF14	14	cyan
FGF18	36	yellowgreen
FGF2	5	green
FGF20	42	lightcyan1
FGF22	2	blue
FGF5	39	orangered4
FGF7	6	red
FGF8	33	darkolivegreen
FGF9	39	orangered4
FGFBP1	2	blue
FGFBP2	3	brown
FGFBP3	4	yellow
FGFR1	2	blue
FGFR2	3	brown
FGFR3	2	blue
FGFR4	3	brown
FGFRL1	2	blue
FGG	10	purple
FGGY	9	magenta
FGL1	3	brown
FGL2	15	midnightblue
FGR	4	yellow
FHAD1	24	darkgrey
FHDC1	16	lightcyan
FHIT	18	lightgreen
FHL1	5	green
FHL2	2	blue
FHL3	5	green
FHL5	47	bisque4
FHOD1	7	black
FHOD3	2	blue
FIBCD1	24	darkgrey
FIBIN	4	yellow
FIBP	12	tan
FICD	1	turquoise
FIGNL1	4	yellow
FILIP1	3	brown
FILIP1L	1	turquoise
FIS1	13	salmon
FITM1	28	skyblue
FITM2	7	black
FJX1	7	black
FKBP10	19	lightyellow
FKBP1A	2	blue
FKBP2	1	turquoise
FKBP4	7	black
FKBP6	4	yellow
FKBP7	5	green
FKBP8	19	lightyellow
FKBPL	8	pink
FLCN	11	greenyellow
FLI1	4	yellow
FLII	7	black
FLNA	22	darkgreen
FLNB	2	blue
FLNC	2	blue
FLOT1	8	pink
FLOT2	2	blue
FLRT1	5	green
FLRT2	6	red
FLRT3	4	yellow
FLT1	2	blue
FLT3	6	red
FLT3LG	12	tan
FLT4	2	blue
FLVCR2	4	yellow
FLYWCH1	11	greenyellow
FMNL1	7	black
FMNL2	2	blue
FMNL3	3	brown
FMO2	2	blue
FMO4	5	green
FMO5	21	darkred
FMOD	21	darkred
FMR1	1	turquoise
FMR1NB	2	blue
FN1	2	blue
FN3K	12	tan
FNBP1	6	red
FNBP1L	1	turquoise
FNDC1	16	lightcyan
FNDC3A	5	green
FNDC3B	5	green
FNDC4	9	magenta
FNDC5	32	violet
FNIP1	1	turquoise
FNIP2	2	blue
FNTB	1	turquoise
FOLH1	3	brown
FOLR1	2	blue
FOLR2	16	lightcyan
FOLR3	3	brown
FOS	41	lightsteelblue1
FOSB	5	green
FOSL1	2	blue
FOSL2	6	red
FOXA2	3	brown
FOXA3	3	brown
FOXB1	3	brown
FOXC1	4	yellow
FOXC2	3	brown
FOXD2	42	lightcyan1
FOXD4	44	floralwhite
FOXD4L4	44	floralwhite
FOXD4L6	14	cyan
FOXF1	3	brown
FOXF2	43	ivory
FOXH1	1	turquoise
FOXI2	33	darkolivegreen
FOXI3	25	orange
FOXJ1	3	brown
FOXJ3	2	blue
FOXK1	7	black
FOXL1	24	darkgrey
FOXM1	4	yellow
FOXN1	23	darkturquoise
FOXN2	2	blue
FOXN3	15	midnightblue
FOXN4	37	skyblue3
FOXO1	12	tan
FOXO3	2	blue
FOXO4	1	turquoise
FOXP1	34	darkmagenta
FOXP2	44	floralwhite
FOXP3	8	pink
FOXQ1	3	brown
FOXRED1	15	midnightblue
FOXRED2	9	magenta
FOXS1	2	blue
FPGS	27	white
FPGT-TNNI3K	1	turquoise
FPR1	2	blue
FPR3	2	blue
FRA10AC1	29	saddlebrown
FRAT1	4	yellow
FRAT2	2	blue
FREM1	4	yellow
FREM2	3	brown
FREM3	4	yellow
FRG1	6	red
FRG2	43	ivory
FRK	3	brown
FRMD1	2	blue
FRMD3	5	green
FRMD4A	2	blue
FRMD6	1	turquoise
FRMPD2	4	yellow
FRRS1	3	brown
FRS3	7	black
FRY	43	ivory
FRZB	6	red
FSBP	5	green
FSCN1	7	black
FSCN2	25	orange
FSCN3	40	mediumpurple3
FSD1	4	yellow
FSIP1	3	brown
FSIP2	1	turquoise
FST	22	darkgreen
FSTL1	2	blue
