Gene	Labels	Color
MFSD3	20	royalblue
MFSD5	4	yellow
MFSD6	22	darkgreen
MFSD6L	16	lightcyan
MFSD8	29	saddlebrown
MFSD9	20	royalblue
MGA	6	red
MGAM	2	blue
MGAT1	4	yellow
MGAT2	25	orange
MGAT3	7	black
MGAT4A	9	magenta
MGAT5	9	magenta
MGLL	2	blue
MGMT	10	purple
MGP	28	skyblue
MGRN1	1	turquoise
MGST1	10	purple
MGST2	1	turquoise
MGST3	1	turquoise
MIA3	10	purple
MIB1	19	lightyellow
MIB2	3	brown
MICA	3	brown
MICAL1	7	black
MICAL2	1	turquoise
MICAL3	1	turquoise
MICALL1	1	turquoise
MICALL2	21	darkred
MICB	11	greenyellow
MICU1	3	brown
MID1	10	purple
MID1IP1	17	grey60
MID2	15	midnightblue
MIDN	1	turquoise
MIER1	25	orange
MIER3	20	royalblue
MIF	11	greenyellow
MIF4GD	2	blue
MIIP	16	lightcyan
MILR1	2	blue
MINK1	14	cyan
MIOS	19	lightyellow
MIPEP	7	black
MIS12	14	cyan
MIS18A	20	royalblue
MIS18BP1	5	green
MITD1	12	tan
MITF	16	lightcyan
MKI67	25	orange
MKKS	25	orange
MKLN1	8	pink
MKNK1	7	black
MKNK2	3	brown
MKRN1	2	blue
MKS1	17	grey60
MKX	5	green
MLANA	1	turquoise
MLC1	15	midnightblue
MLEC	8	pink
MLF1	14	cyan
MLF2	4	yellow
MLH1	3	brown
MLH3	19	lightyellow
MLKL	2	blue
MLLT1	1	turquoise
MLLT11	3	brown
MLST8	17	grey60
MLXIP	1	turquoise
MLXIPL	5	green
MLYCD	4	yellow
MMAA	36	yellowgreen
MMAB	33	darkolivegreen
MMACHC	12	tan
MMADHC	14	cyan
MMD	5	green
MMD2	11	greenyellow
MME	2	blue
MMGT1	34	darkmagenta
MMP1	24	darkgrey
MMP10	24	darkgrey
MMP11	11	greenyellow
MMP14	4	yellow
MMP15	9	magenta
MMP16	5	green
MMP17	25	orange
MMP19	14	cyan
MMP2	28	skyblue
MMP21	0	grey
MMP24	1	turquoise
MMP25	2	blue
MMP28	11	greenyellow
MMP8	28	skyblue
MMP9	2	blue
MMRN1	2	blue
MMRN2	28	skyblue
MMS19	34	darkmagenta
MMS22L	1	turquoise
MN1	3	brown
MNAT1	34	darkmagenta
MND1	23	darkturquoise
MNDA	2	blue
MNS1	2	blue
MNT	1	turquoise
MOAP1	20	royalblue
MOB2	4	yellow
MOBP	5	green
MOCOS	9	magenta
MOCS1	17	grey60
MOCS2	1	turquoise
MOCS3	12	tan
MOG	11	greenyellow
MOGS	4	yellow
MON1B	1	turquoise
MON2	6	red
MORC3	8	pink
MORC4	16	lightcyan
MORF4L1	17	grey60
MORF4L2	3	brown
MORN1	23	darkturquoise
MORN2	18	lightgreen
MORN3	3	brown
MORN4	1	turquoise
MOSPD1	14	cyan
MOSPD2	8	pink
MOSPD3	19	lightyellow
MOV10	7	black
MOV10L1	5	green
MOXD1	40	mediumpurple3
MPDU1	20	royalblue
MPDZ	35	sienna3
MPEG1	15	midnightblue
MPG	13	salmon
MPHOSPH10	16	lightcyan
MPHOSPH6	40	mediumpurple3
MPHOSPH8	1	turquoise
MPHOSPH9	6	red
MPI	33	darkolivegreen
MPND	7	black
MPO	2	blue
MPP1	16	lightcyan
MPP2	16	lightcyan
MPP3	1	turquoise
MPP4	0	grey
MPP5	19	lightyellow
MPP6	18	lightgreen
MPP7	21	darkred
MPPED2	5	green
MPRIP	1	turquoise
MPST	10	purple
MPV17	27	white
MPV17L	1	turquoise
MPV17L2	4	yellow
MPZ	2	blue
MPZL1	24	darkgrey
MPZL2	31	paleturquoise
MPZL3	2	blue
MR1	39	orangered4
MRAP	33	darkolivegreen
MRAP2	3	brown
MRAS	5	green
MRC1	15	midnightblue
MRC2	7	black
MREG	1	turquoise
MRFAP1	34	darkmagenta
MRFAP1L1	36	yellowgreen
MRGPRX3	11	greenyellow
MRI1	4	yellow
MRM1	4	yellow
MRO	24	darkgrey
MRPL1	37	skyblue3
MRPL10	16	lightcyan
MRPL11	13	salmon
MRPL12	5	green
MRPL13	7	black
MRPL14	13	salmon
MRPL15	10	purple
MRPL16	14	cyan
MRPL17	7	black
MRPL18	30	steelblue
MRPL19	8	pink
MRPL2	6	red
MRPL20	12	tan
MRPL21	14	cyan
MRPL22	7	black
MRPL23	4	yellow
MRPL24	14	cyan
MRPL27	6	red
MRPL28	4	yellow
MRPL3	14	cyan
MRPL30	1	turquoise
MRPL32	14	cyan
MRPL33	12	tan
MRPL34	34	darkmagenta
MRPL35	1	turquoise
MRPL36	13	salmon
MRPL37	32	violet
MRPL38	4	yellow
MRPL39	1	turquoise
MRPL4	4	yellow
MRPL40	7	black
MRPL41	13	salmon
MRPL42	37	skyblue3
MRPL43	6	red
MRPL44	13	salmon
MRPL45	3	brown
MRPL46	5	green
MRPL47	14	cyan
MRPL48	1	turquoise
MRPL49	33	darkolivegreen
MRPL50	7	black
MRPL51	6	red
MRPL52	13	salmon
MRPL53	11	greenyellow
MRPL54	13	salmon
MRPL55	13	salmon
MRPL9	20	royalblue
MRPS10	7	black
MRPS11	20	royalblue
MRPS12	11	greenyellow
MRPS15	12	tan
MRPS17	14	cyan
MRPS18A	32	violet
MRPS18B	11	greenyellow
MRPS18C	14	cyan
MRPS21	12	tan
MRPS22	7	black
MRPS23	14	cyan
MRPS24	13	salmon
MRPS25	3	brown
MRPS26	16	lightcyan
MRPS27	20	royalblue
MRPS28	1	turquoise
MRPS30	18	lightgreen
MRPS31	1	turquoise
MRPS33	7	black
MRPS34	6	red
MRPS35	14	cyan
MRPS36	12	tan
MRPS5	1	turquoise
MRPS6	12	tan
MRPS7	20	royalblue
MRPS9	34	darkmagenta
MRRF	20	royalblue
MRS2	7	black
MRTO4	20	royalblue
MRVI1	2	blue
MS4A1	2	blue
MS4A14	30	steelblue
MS4A15	34	darkmagenta
MS4A2	23	darkturquoise
MS4A4A	15	midnightblue
MS4A6A	15	midnightblue
MS4A6E	15	midnightblue
MS4A7	2	blue
MSC	39	orangered4
MSH2	22	darkgreen
MSH3	19	lightyellow
MSH5	18	lightgreen
MSH6	5	green
MSI1	5	green
MSI2	8	pink
MSL1	18	lightgreen
MSL2	1	turquoise
MSL3	2	blue
MSMP	11	greenyellow
MSN	20	royalblue
MSR1	15	midnightblue
MSRA	0	grey
MSRB2	1	turquoise
MSRB3	5	green
MST1	7	black
MST1R	6	red
MSTN	22	darkgreen
MSX1	31	paleturquoise
MSX2	5	green
MT1A	11	greenyellow
MT1E	3	brown
MT1F	0	grey
MT1G	1	turquoise
MT1M	0	grey
MT1X	15	midnightblue
MT2A	1	turquoise
MT3	10	purple
MTA1	1	turquoise
MTA3	20	royalblue
MTAP	3	brown
MTBP	19	lightyellow
MTCH1	4	yellow
MTCH2	0	grey
MTCP1	0	grey
MTDH	3	brown
MTF1	1	turquoise
MTFMT	1	turquoise
MTFP1	4	yellow
MTFR1	19	lightyellow
MTG1	20	royalblue
MTHFD1	3	brown
MTHFD1L	3	brown
MTHFD2	14	cyan
MTHFR	1	turquoise
MTHFS	27	white
MTHFSD	7	black
MTIF2	3	brown
MTM1	9	magenta
MTMR1	5	green
MTMR10	34	darkmagenta
MTMR11	1	turquoise
MTMR12	12	tan
MTMR14	16	lightcyan
MTMR2	35	sienna3
MTMR3	18	lightgreen
MTMR4	9	magenta
MTMR6	19	lightyellow
MTMR7	23	darkturquoise
MTMR8	4	yellow
MTOR	12	tan
MTPAP	3	brown
MTPN	1	turquoise
MTR	19	lightyellow
MTRNR2L1	11	greenyellow
MTRNR2L10	11	greenyellow
MTRNR2L3	11	greenyellow
MTRNR2L4	3	brown
MTRNR2L5	11	greenyellow
MTRNR2L6	11	greenyellow
MTRNR2L8	20	royalblue
MTSS1	1	turquoise
MTTP	27	white
MTUS1	43	ivory
MTUS2	1	turquoise
MTX1	4	yellow
MTX2	34	darkmagenta
MTX3	8	pink
MUC1	1	turquoise
MUC12	25	orange
MUC16	31	paleturquoise
MUC17	1	turquoise
MUC20	1	turquoise
MUC4	31	paleturquoise
MUC5B	31	paleturquoise
MUC6	11	greenyellow
MUL1	4	yellow
MUS81	10	purple
MUSTN1	5	green
MUTYH	4	yellow
MVD	33	darkolivegreen
MVK	33	darkolivegreen
MVP	4	yellow
MX1	2	blue
MX2	2	blue
MXD1	2	blue
MXD3	2	blue
MXD4	10	purple
MXI1	2	blue
MXRA5	8	pink
MXRA7	22	darkgreen
MXRA8	5	green
MYADM	7	black
MYB	5	green
MYBBP1A	3	brown
MYBL1	21	darkred
MYBL2	25	orange
MYBPC3	2	blue
MYC	8	pink
MYCBP	5	green
MYCBPAP	14	cyan
MYCN	22	darkgreen
MYCT1	28	skyblue
MYD88	1	turquoise
MYEF2	1	turquoise
MYH10	1	turquoise
MYH11	5	green
MYH3	32	violet
MYH7B	1	turquoise
MYH9	3	brown
MYL12A	14	cyan
MYL12B	14	cyan
MYL4	2	blue
MYL5	1	turquoise
MYL6	13	salmon
MYL6B	13	salmon
MYL9	11	greenyellow
MYLIP	3	brown
MYLK	28	skyblue
MYLK4	15	midnightblue
MYLPF	12	tan
MYO10	12	tan
MYO15A	7	black
MYO16	3	brown
MYO18A	7	black
MYO18B	3	brown
MYO19	11	greenyellow
MYO1B	19	lightyellow
MYO1C	21	darkred
MYO1D	35	sienna3
MYO1E	0	grey
MYO1F	2	blue
MYO1G	2	blue
MYO1H	1	turquoise
MYO5A	6	red
MYO5B	5	green
MYO6	6	red
MYO7A	14	cyan
MYO7B	1	turquoise
MYO9A	6	red
MYO9B	18	lightgreen
MYOCD	5	green
MYOF	3	brown
MYOM1	12	tan
MYOM3	15	midnightblue
MYOZ1	4	yellow
MYOZ2	1	turquoise
MYOZ3	7	black
MYPN	2	blue
MYPOP	1	turquoise
MYRIP	22	darkgreen
MZB1	7	black
MZF1	7	black
MZT1	4	yellow
MZT2A	4	yellow
MZT2B	4	yellow
N4BP1	2	blue
N4BP2	6	red
N4BP2L1	5	green
N4BP2L2	6	red
N4BP3	4	yellow
N6AMT1	9	magenta
NAA10	12	tan
NAA15	3	brown
NAA16	1	turquoise
NAA20	6	red
NAA25	3	brown
NAA30	3	brown
NAA35	8	pink
NAA38	12	tan
NAA40	7	black
NAA50	3	brown
NAA60	1	turquoise
NAAA	15	midnightblue
NAALAD2	1	turquoise
NAALADL1	3	brown
NAB1	5	green
NAB2	10	purple
NACA	12	tan
NACAD	7	black
NACC1	12	tan
NACC2	12	tan
NADK	2	blue
NADSYN1	15	midnightblue
NAE1	7	black
NAF1	15	midnightblue
NAGA	15	midnightblue
NAGK	3	brown
NAGLU	17	grey60
NAGS	6	red
NAIF1	15	midnightblue
NAIP	2	blue
NAMPT	2	blue
NANOG	1	turquoise
NANOS1	2	blue
NANP	3	brown
NANS	1	turquoise
NAP1L1	33	darkolivegreen
NAP1L2	5	green
NAP1L3	2	blue
NAP1L4	16	lightcyan
NAP1L5	3	brown
NAP1L6	1	turquoise
NAPA	16	lightcyan
NAPB	43	ivory
NAPG	3	brown
NARF	5	green
NARS	3	brown
NARS2	8	pink
NASP	9	magenta
NAT1	1	turquoise
NAT10	3	brown
NAT14	6	red
NAT8	1	turquoise
NAT8L	9	magenta
NAT9	13	salmon
NAV1	10	purple
NAV2	7	black
NAV3	24	darkgrey
NBAS	8	pink
NBEA	6	red
NBEAL1	19	lightyellow
NBEAL2	2	blue
NBL1	0	grey
NBN	2	blue
NBPF1	1	turquoise
NBPF10	1	turquoise
NBPF11	6	red
NBPF14	1	turquoise
NBPF3	15	midnightblue
NBPF8	1	turquoise
NBPF9	1	turquoise
NBR1	6	red
NCALD	5	green
NCAM1	42	lightcyan1
NCAM2	3	brown
NCAPD2	3	brown
NCAPG	25	orange
NCAPG2	2	blue
NCAPH	15	midnightblue
NCAPH2	4	yellow
NCBP1	8	pink
NCBP2	10	purple
NCCRP1	23	darkturquoise
NCDN	12	tan
NCEH1	5	green
NCF1	2	blue
NCF2	2	blue
NCF4	2	blue
NCK1	10	purple
NCK2	10	purple
NCKAP1	3	brown
NCKAP1L	2	blue
NCKAP5L	12	tan
NCL	3	brown
NCLN	3	brown
NCOA1	1	turquoise
NCOA2	12	tan
NCOA4	24	darkgrey
NCOA6	1	turquoise
NCOA7	2	blue
NCOR1	6	red
NCOR2	1	turquoise
NCR1	11	greenyellow
NCS1	20	royalblue
NCSTN	9	magenta
NDC80	23	darkturquoise
NDFIP1	5	green
NDFIP2	18	lightgreen
NDN	16	lightcyan
NDNF	5	green
NDOR1	1	turquoise
NDP	5	green
NDRG1	17	grey60
NDRG2	5	green
NDRG4	10	purple
NDST1	1	turquoise
NDST2	1	turquoise
NDST4	5	green
NDUFA1	12	tan
NDUFA11	13	salmon
NDUFA12	1	turquoise
NDUFA13	1	turquoise
NDUFA2	1	turquoise
NDUFA3	1	turquoise
NDUFA4	13	salmon
NDUFA4L2	3	brown
NDUFA6	1	turquoise
NDUFA7	32	violet
NDUFA8	14	cyan
NDUFA9	1	turquoise
NDUFAB1	12	tan
NDUFAF1	7	black
NDUFAF2	14	cyan
NDUFAF3	4	yellow
NDUFAF4	3	brown
NDUFB1	1	turquoise
NDUFB10	1	turquoise
NDUFB11	4	yellow
NDUFB2	13	salmon
NDUFB3	1	turquoise
NDUFB4	1	turquoise
NDUFB5	1	turquoise
NDUFB6	1	turquoise
NDUFB7	13	salmon
NDUFB9	14	cyan
NDUFC1	1	turquoise
NDUFC2	13	salmon
NDUFS1	27	white
NDUFS2	3	brown
NDUFS3	13	salmon
NDUFS4	1	turquoise
NDUFS5	1	turquoise
NDUFS6	12	tan
NDUFS7	4	yellow
NDUFS8	13	salmon
NDUFV1	4	yellow
NDUFV2	7	black
NEB	16	lightcyan
NEBL	3	brown
NECAB1	9	magenta
NECAB2	1	turquoise
NECAB3	4	yellow
NECAP1	19	lightyellow
NECAP2	4	yellow
NEDD1	19	lightyellow
NEDD4	3	brown
NEDD4L	0	grey
NEDD8	27	white
NEDD9	23	darkturquoise
NEFH	3	brown
NEFM	39	orangered4
NEGR1	5	green
NEIL1	24	darkgrey
NEIL3	3	brown
NEK1	19	lightyellow
NEK10	23	darkturquoise
NEK11	0	grey
NEK2	36	yellowgreen
NEK3	5	green
NEK5	1	turquoise
NEK6	18	lightgreen
NEK7	43	ivory
NEK8	12	tan
NEK9	3	brown
NELL2	40	mediumpurple3
NEMF	3	brown
NENF	4	yellow
NEO1	14	cyan
NES	28	skyblue
NET1	4	yellow
NETO2	0	grey
NEU1	11	greenyellow
NEU3	35	sienna3
NEURL1B	10	purple
NEURL2	9	magenta
NEURL3	2	blue
NEURL4	1	turquoise
NEXN	19	lightyellow
NF1	6	red
NF2	36	yellowgreen
NFAM1	2	blue
NFASC	5	green
NFAT5	6	red
NFATC1	7	black
NFATC2	23	darkturquoise
NFATC2IP	1	turquoise
NFATC3	15	midnightblue
NFATC4	7	black
NFE2	2	blue
NFE2L1	5	green
NFE2L2	1	turquoise
NFE2L3	5	green
NFIB	3	brown
NFIC	1	turquoise
NFIL3	34	darkmagenta
NFIX	1	turquoise
NFKB2	30	steelblue
NFKBIA	19	lightyellow
NFKBIB	1	turquoise
NFKBID	2	blue
NFKBIE	23	darkturquoise
NFKBIL1	11	greenyellow
NFKBIZ	2	blue
NFRKB	7	black
NFS1	27	white
NFU1	1	turquoise
NFXL1	6	red
NFYA	12	tan
NFYB	1	turquoise
NFYC	7	black
NGDN	13	salmon
NGEF	5	green
NGLY1	14	cyan
NHEJ1	31	paleturquoise
NHLRC1	10	purple
NHLRC2	29	saddlebrown
NHLRC3	2	blue
NHLRC4	3	brown
NHP2	6	red
NHS	3	brown
NHSL1	9	magenta
NHSL2	2	blue
NICN1	11	greenyellow
NID1	12	tan
NID2	1	turquoise
NIN	2	blue
NINJ1	2	blue
NINJ2	2	blue
NINL	7	black
NIP7	15	midnightblue
NIPA1	3	brown
NIPA2	8	pink
NIPAL1	20	royalblue
NIPAL2	19	lightyellow
NIPAL3	14	cyan
NIPAL4	7	black
NIPBL	6	red
NIPSNAP1	27	white
NIPSNAP3A	1	turquoise
NIPSNAP3B	21	darkred
NISCH	14	cyan
NIT1	26	darkorange
NIT2	14	cyan
NKAIN1	33	darkolivegreen
NKAIN2	22	darkgreen
NKAP	15	midnightblue
NKAPL	25	orange
NKD1	24	darkgrey
NKG7	21	darkred
NKIRAS1	10	purple
NKPD1	4	yellow
NKRF	3	brown
NKTR	6	red
NKX3-1	20	royalblue
NLE1	20	royalblue
NLGN1	3	brown
NLGN2	11	greenyellow
NLGN3	1	turquoise
NLGN4X	5	green
NLK	26	darkorange
NLN	3	brown
NLRC3	30	steelblue
NLRC4	2	blue
NLRC5	1	turquoise
NLRP1	2	blue
NLRP11	42	lightcyan1
NLRP12	18	lightgreen
NLRP2	11	greenyellow
NLRP3	2	blue
NLRP4	42	lightcyan1
NLRP6	2	blue
NLRX1	12	tan
NMB	23	darkturquoise
NMD3	3	brown
NME1	14	cyan
NME1-NME2	20	royalblue
NME2	20	royalblue
NME3	4	yellow
NME4	27	white
NME5	18	lightgreen
NME6	20	royalblue
NME7	3	brown
NMI	2	blue
NMNAT1	1	turquoise
NMNAT3	23	darkturquoise
NMRAL1	4	yellow
NMT2	17	grey60
NMUR1	1	turquoise
NNAT	12	tan
NNMT	33	darkolivegreen
NOB1	1	turquoise
NOBOX	11	greenyellow
NOC2L	20	royalblue
NOC3L	3	brown
NOC4L	11	greenyellow
NOD1	1	turquoise
NOD2	2	blue
NODAL	1	turquoise
NOL11	14	cyan
NOL12	9	magenta
NOL3	22	darkgreen
NOL6	3	brown
NOL7	6	red
NOL8	1	turquoise
NOL9	1	turquoise
NOLC1	3	brown
NOM1	3	brown
NOMO1	40	mediumpurple3
NOMO2	9	magenta
NOMO3	16	lightcyan
NONO	40	mediumpurple3
NOP10	6	red
NOP14	2	blue
NOP16	3	brown
NOP2	1	turquoise
NOP56	3	brown
NOP58	16	lightcyan
NOS2	5	green
NOS3	3	brown
NOSIP	13	salmon
NOSTRIN	22	darkgreen
NOTCH1	2	blue
NOTCH2	12	tan
NOTCH3	1	turquoise
NOTCH4	11	greenyellow
NOVA1	3	brown
NOVA2	22	darkgreen
NOX4	42	lightcyan1
NOX5	22	darkgreen
NOXA1	10	purple
NOXO1	1	turquoise
NPAS1	8	pink
NPAS2	9	magenta
NPAS4	1	turquoise
NPAT	6	red
NPB	11	greenyellow
NPC1	23	darkturquoise
NPC2	3	brown
NPDC1	38	plum1
NPEPL1	7	black
NPEPPS	6	red
NPFF	11	greenyellow
NPFFR2	3	brown
NPHP1	3	brown
NPHP3	2	blue
NPHP4	1	turquoise
NPHS1	1	turquoise
NPL	2	blue
NPLOC4	1	turquoise
NPM1	14	cyan
NPM2	16	lightcyan
NPM3	20	royalblue
NPNT	24	darkgrey
NPPA	1	turquoise
NPPB	20	royalblue
NPPC	2	blue
NPR1	28	skyblue
NPR2	3	brown
NPR3	26	darkorange
NPRL2	4	yellow
NPRL3	1	turquoise
NPTX1	5	green
NPTX2	2	blue
NPTXR	5	green
NPW	1	turquoise
NPY1R	1	turquoise
NPY2R	22	darkgreen
NPY5R	0	grey
NQO1	5	green
NQO2	27	white
NR0B1	5	green
NR0B2	38	plum1
NR1D1	3	brown
NR1D2	12	tan
NR1H2	4	yellow
NR1H3	15	midnightblue
NR1H4	40	mediumpurple3
NR1I2	7	black
NR2C1	6	red
NR2C2	6	red
NR2C2AP	13	salmon
NR2E3	1	turquoise
NR2F1	17	grey60
NR2F2	13	salmon
NR2F6	13	salmon
NR3C1	21	darkred
NR3C2	7	black
NR4A1	7	black
NR4A2	30	steelblue
NR4A3	5	green
NR5A1	10	purple
NR5A2	3	brown
NR6A1	7	black
NRARP	6	red
NRAS	8	pink
NRBF2	2	blue
NRBP1	26	darkorange
NRBP2	1	turquoise
NRCAM	5	green
NRG1	5	green
NRG2	16	lightcyan
NRG4	5	green
NRGN	18	lightgreen
NRIP1	3	brown
NRIP2	18	lightgreen
NRIP3	12	tan
NRK	1	turquoise
NRL	10	purple
NRM	11	greenyellow
NRN1	7	black
NRN1L	5	green
NRP1	5	green
NRP2	3	brown
NRSN2	1	turquoise
NRXN2	1	turquoise
NRXN3	1	turquoise
NSA2	36	yellowgreen
NSD1	6	red
NSDHL	24	darkgrey
NSF	8	pink
NSFL1C	3	brown
NSMAF	2	blue
NSMCE1	1	turquoise
NSMCE2	1	turquoise
NSMCE4A	3	brown
NSRP1	32	violet
NSUN2	3	brown
NSUN3	6	red
NSUN4	9	magenta
NSUN5	25	orange
NSUN6	5	green
NSUN7	14	cyan
NT5C	13	salmon
NT5C1A	40	mediumpurple3
NT5C1B-RDH14	11	greenyellow
NT5C2	6	red
NT5DC1	4	yellow
NT5DC3	23	darkturquoise
NT5E	29	saddlebrown
NT5M	17	grey60
NTAN1	25	orange
NTHL1	25	orange
NTN1	3	brown
NTN3	1	turquoise
NTN4	5	green
NTN5	1	turquoise
NTNG1	5	green
NTNG2	2	blue
NTPCR	1	turquoise
NTRK2	15	midnightblue
NTS	7	black
NTSR1	2	blue
NTSR2	1	turquoise
NUAK1	3	brown
NUAK2	18	lightgreen
NUB1	2	blue
NUBP2	4	yellow
NUBPL	1	turquoise
NUCB1	3	brown
NUCB2	9	magenta
NUDC	16	lightcyan
NUDCD1	10	purple
NUDCD2	9	magenta
NUDCD3	15	midnightblue
NUDT1	3	brown
NUDT10	5	green
NUDT11	20	royalblue
NUDT12	7	black
NUDT13	1	turquoise
NUDT14	10	purple
NUDT15	3	brown
NUDT16	38	plum1
NUDT16L1	4	yellow
NUDT17	4	yellow
NUDT18	17	grey60
NUDT19	9	magenta
NUDT2	1	turquoise
NUDT21	5	green
NUDT22	4	yellow
NUDT3	0	grey
NUDT4	22	darkgreen
NUDT5	14	cyan
NUDT6	8	pink
NUDT7	0	grey
NUDT8	32	violet
NUDT9	3	brown
NUF2	5	green
NUFIP1	1	turquoise
NUMA1	7	black
NUMB	32	violet
NUMBL	1	turquoise
NUP107	37	skyblue3
NUP133	8	pink
NUP153	8	pink
NUP155	19	lightyellow
NUP160	17	grey60
NUP188	3	brown
NUP205	8	pink
NUP210	10	purple
NUP35	7	black
NUP37	37	skyblue3
NUP43	0	grey
NUP50	13	salmon
NUP54	1	turquoise
NUP62	7	black
NUP62CL	3	brown
NUP85	4	yellow
NUP88	14	cyan
NUP93	38	plum1
NUP98	1	turquoise
NUPR1	15	midnightblue
NUS1	3	brown
NUSAP1	1	turquoise
NUTF2	1	turquoise
NVL	3	brown
NWD1	1	turquoise
NXF1	1	turquoise
NXF3	2	blue
NXN	12	tan
NXNL2	22	darkgreen
NXPH2	4	yellow
NXT1	4	yellow
NXT2	1	turquoise
NYNRIN	9	magenta
OAF	13	salmon
OAS1	2	blue
OAS2	2	blue
OAS3	2	blue
OASL	2	blue
OAT	27	white
OAZ1	4	yellow
OAZ2	4	yellow
OAZ3	1	turquoise
OBSCN	14	cyan
OBSL1	10	purple
OCA2	10	purple
OCEL1	4	yellow
OCIAD2	6	red
OCLM	20	royalblue
ODC1	20	royalblue
ODF2L	6	red
ODF3B	2	blue
ODF3L1	24	darkgrey
OFD1	6	red
OGDH	12	tan
OGDHL	15	midnightblue
OGFOD1	20	royalblue
OGFOD2	4	yellow
OGFR	41	lightsteelblue1
OGFRL1	41	lightsteelblue1
OGG1	25	orange
OGT	23	darkturquoise
OIT3	28	skyblue
OLA1	10	purple
OLAH	1	turquoise
OLFM1	2	blue
OLFM2	27	white
OLFML1	28	skyblue
OLFML2A	12	tan
OLFML2B	14	cyan
OLFML3	17	grey60
OLR1	16	lightcyan
OMA1	19	lightyellow
OMD	11	greenyellow
OMG	32	violet
OPA3	1	turquoise
OPHN1	35	sienna3
OPLAH	10	purple
OPN3	15	midnightblue
OPRL1	10	purple
OPTC	21	darkred
OPTN	2	blue
OR11A1	11	greenyellow
OR13A1	11	greenyellow
OR2A2	11	greenyellow
OR2A42	21	darkred
OR2AE1	1	turquoise
OR2B2	11	greenyellow
OR2B6	27	white
OR2F1	11	greenyellow
OR2F2	11	greenyellow
OR2H2	11	greenyellow
OR51E2	11	greenyellow
OR52W1	1	turquoise
OR7D2	1	turquoise
ORAI2	18	lightgreen
ORAI3	16	lightcyan
ORC1	5	green
ORC3	23	darkturquoise
ORC5	7	black
ORC6	12	tan
ORM1	29	saddlebrown
ORM2	29	saddlebrown
ORMDL1	21	darkred
ORMDL2	13	salmon
ORMDL3	16	lightcyan
OSBP	9	magenta
OSBP2	1	turquoise
OSBPL10	5	green
OSBPL11	7	black
OSBPL1A	26	darkorange
OSBPL2	7	black
OSBPL3	42	lightcyan1
OSBPL5	3	brown
OSBPL6	24	darkgrey
OSBPL7	12	tan
OSBPL9	3	brown
OSCAR	2	blue
OSCP1	39	orangered4
OSGEPL1	19	lightyellow
OSGIN1	1	turquoise
OSGIN2	5	green
OSM	2	blue
OSMR	3	brown
OSR1	2	blue
OSR2	3	brown
OST4	13	salmon
OSTC	7	black
OSTF1	13	salmon
OSTM1	6	red
OTOA	2	blue
OTOF	37	skyblue3
OTOGL	1	turquoise
OTUB1	6	red
OTUB2	1	turquoise
OTUD1	7	black
OTUD3	3	brown
OTUD4	3	brown
OTUD5	7	black
OTUD6A	11	greenyellow
OTUD6B	3	brown
OTUD7B	3	brown
OTX2	42	lightcyan1
OVCA2	11	greenyellow
OVGP1	23	darkturquoise
OVOL1	31	paleturquoise
OXCT1	18	lightgreen
OXCT2	1	turquoise
OXER1	1	turquoise
OXNAD1	26	darkorange
OXR1	1	turquoise
OXSM	37	skyblue3
OXSR1	3	brown
OXT	6	red
OXTR	7	black
P2RX1	2	blue
P2RX4	4	yellow
P2RX5	2	blue
P2RX5-TAX1BP3	1	turquoise
P2RX6	9	magenta
P2RX7	2	blue
P2RY1	28	skyblue
P2RY10	21	darkred
P2RY11	1	turquoise
P2RY12	2	blue
P2RY13	2	blue
P2RY14	2	blue
P2RY2	1	turquoise
P2RY4	14	cyan
P2RY6	2	blue
P2RY8	2	blue
P4HA1	7	black
P4HA2	5	green
P4HA3	0	grey
P4HB	9	magenta
PA2G4	20	royalblue
PAAF1	3	brown
PABPC1	1	turquoise
PABPC1L	1	turquoise
PABPC4	3	brown
PABPC4L	26	darkorange
PABPC5	23	darkturquoise
PABPN1	8	pink
PACRG	29	saddlebrown
PACS1	7	black
PACS2	7	black
PACSIN1	3	brown
PACSIN2	3	brown
PACSIN3	18	lightgreen
PADI2	2	blue
PADI4	2	blue
PAF1	7	black
PAFAH1B1	3	brown
PAFAH1B3	3	brown
PAFAH2	4	yellow
PAG1	5	green
PAICS	7	black
PAIP2	14	cyan
PAIP2B	2	blue
PAK1	5	green
PAK1IP1	17	grey60
PAK2	17	grey60
PAK3	5	green
PAK4	12	tan
PALB2	10	purple
PALLD	1	turquoise
PALM	7	black
PALM2-AKAP2	17	grey60
PALMD	28	skyblue
PAM	11	greenyellow
PAM16	20	royalblue
PAMR1	28	skyblue
PAN2	14	cyan
PAN3	34	darkmagenta
PANK1	9	magenta
PANK2	5	green
PANK3	8	pink
PANK4	25	orange
PANX1	8	pink
PANX2	18	lightgreen
PAOX	2	blue
PAPLN	1	turquoise
PAPOLG	5	green
PAPPA	3	brown
PAPPA2	3	brown
PAPSS1	10	purple
PAPSS2	9	magenta
PAQR3	18	lightgreen
PAQR4	25	orange
PAQR5	3	brown
PAQR6	1	turquoise
PAQR7	4	yellow
PAQR8	16	lightcyan
PAQR9	7	black
PARD3	10	purple
PARD3B	5	green
PARD6A	41	lightsteelblue1
PARD6B	9	magenta
PARD6G	7	black
PARG	19	lightyellow
PARK7	7	black
PARL	23	darkturquoise
PARM1	12	tan
PARN	2	blue
PARP1	1	turquoise
PARP10	4	yellow
