ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0045933	positive regulation of muscle contraction	44	0.572854981522591	1.74950520899984	0.00196571022331288	0.0255172988905208	0.0197974946784813	2391	tags=41%, list=14%, signal=35%	NPNT/OXTR/PTGS2/SPHK1/ABAT/NPPA/EDN1/TACR2/SRF/KCNQ1/MYOCD/ATP2A1/GSTO1/F2R/TBXA2R/CHRM3/ITGA2/ADA
GO:0043500	muscle adaptation	100	0.45923027111744	1.5814076228877	0.00197936834221825	0.025641067399819	0.0198935199833032	2219	tags=27%, list=13%, signal=24%	HMOX1/IL1B/NR4A3/AIF1/GATM/NPPA/HAND2/EDN1/GSK3A/FOXO1/CAMK2D/CAMTA2/RGS4/TCAP/CYBA/CDK9/GATA6/FOXP1/TNFRSF1A/SCN5A/PI16/CFLAR/IGFBP5/MYOZ1/ACTA1/CAV3/CTDP1
GO:0018107	peptidyl-threonine phosphorylation	104	0.44736538491743	1.54340673624236	0.00198858900219753	0.0257069572051232	0.0199446403262311	3685	tags=36%, list=22%, signal=28%	WNT5A/SPHK1/SBK1/DDIT4/TTK/MAP3K12/SMAD7/GSK3A/INPP5K/CDK1/CAMK2D/ULK1/CALM2/AXIN1/CHEK1/PLK1/CDK5R1/PRKCD/TRIM6/RIPK2/CDC42BPG/WNK3/BCL2/CLK1/DYRK4/PRKD2/CAD/DGKQ/HIPK3/IRGM/WNK1/HIPK2/RPTOR/TAF1/CSNK2A2/MTOR/SPRY2
GO:0015748	organophosphate ester transport	136	-0.400727620062499	-1.53930136502065	0.00203584276726002	0.0262632164456904	0.0203762118417835	2378	tags=25%, list=14%, signal=22%	ATP10D/SLC33A1/SLC17A9/SLC25A16/ABCD1/XKR6/TMEM30A/SLC25A24/ANO6/OSBP/FASLG/SLC25A23/G6PC3/ABCB1/ABCC4/SCP2/ATP8B3/LDLR/SLC25A4/PITPNA/PLTP/ABCG1/SLC37A2/APOA1/CR1/PLSCR4/TNFAIP8L3/ABCA1/APOE/DBI/MTTP/OSBPL10/SCARB1/APOC1
GO:0002323	natural killer cell activation involved in immune response	33	-0.599779996835811	-1.79845647996357	0.00204347239509405	0.0263070628420182	0.0204102298936821	3372	tags=30%, list=20%, signal=24%	IFNA1/VAMP7/IFNK/RAB27A/LAMP1/FCGR3A/UNC13D/KLRC2/NKG7/IFNE
GO:0051204	protein insertion into mitochondrial membrane	28	-0.637131630122167	-1.86032899832145	0.0020933973428603	0.0268941005741846	0.0208656807793144	3760	tags=54%, list=22%, signal=42%	MTX2/NMT1/NDUFA13/TOMM7/TOMM5/TIMM8B/GZMB/TOMM40/AGK/TIMM13/TIMM22/ROMO1/MAPK8/SAMM50/TOMM6
GO:0000086	G2/M transition of mitotic cell cycle	123	0.445856368946139	1.58146785042342	0.00211564741762348	0.0269571632024238	0.0209146076681804	2723	tags=35%, list=16%, signal=30%	PLK3/IER3/FBXO5/HSPA2/CCNA2/AURKB/CDC25B/CTC1/CCNB1/CDK1/CALM2/CDK2/AURKA/FOXM1/FBXL15/CHEK1/SYF2/PLK1/HUS1B/BRD4/BRSK1/CDC25C/CCDC57/DTL/PKMYT1/SIN3A/CDC6/CDK5RAP3/DBF4B/ZFYVE19/PPM1D/KHDRBS1/BRCA1/CDK14/NES/ZNF830/RCC2/ORC1/UIMC1/BABAM1/FZR1/CENPF/INTS3
GO:0007498	mesoderm development	122	0.442124356548168	1.5656047182179	0.00211023302046384	0.0269571632024238	0.0209146076681804	2770	tags=27%, list=16%, signal=23%	WNT5A/ZFPM2/AMH/KDM6B/SNAI1/TBX3/FOXC1/HCK/LEF1/KLF4/BMPR2/ARMC5/SMO/SRF/CTDNEP1/AXIN1/OVOL1/LDB1/MEST/RPS6KA6/HMGA2/EPHA2/DKK1/ITGB4/EXT1/IKZF1/ITGA2/SMAD1/SECTM1/SSBP3/NOG/NODAL/SETD2
GO:0009952	anterior/posterior pattern specification	200	0.394512541106728	1.48752849393444	0.00211082811976933	0.0269571632024238	0.0209146076681804	3156	tags=23%, list=19%, signal=19%	HES1/WNT5A/BTG2/ALDH1A2/HOXC4/PRICKLE1/HEYL/TBX3/ZBTB16/SOX17/HES4/FOXC1/NKD1/LEF1/KAT2A/RARG/BMPR2/SMO/SRF/AURKA/CTNNBIP1/SKI/LDB1/TCAP/MSX1/SEMA3C/DKK1/HOXC6/RING1/PBX3/MSX2/PLD6/LRP5/MED12/TP53/LRP6/PLXNA2/SSBP3/NOG/TSHZ1/HHEX/NODAL/ALX4/HIPK2/PCSK5/FZD5
GO:0048732	gland development	431	0.340727341224954	1.37042598186106	0.00211472873790627	0.0269571632024238	0.0209146076681804	2428	tags=21%, list=14%, signal=19%	HES1/WNT5A/IL10/TGM2/HMOX1/SOCS2/OXTR/TGFB2/IQGAP3/CEACAM1/LIMS2/ALDH1A2/SERPINA10/JUN/CDO1/INHBB/TNFAIP3/SOX9/IL6/MPST/WNT4/TNFSF11/ZNF703/ESRP2/HAND2/NOTCH4/TBX3/EDN1/NCOR2/NRG1/TNC/FOXC1/CTC1/LEF1/ZBTB7B/RARG/ARMC5/SMO/NRP1/IGSF3/SRF/PHF2/NTN4/AURKA/CRIP1/TFCP2L1/EGFR/TBX2/FGF10/CDKN1C/MSX1/CPT1A/GATA6/SEMA3C/CDH1/EPHA2/SNAI2/CAV1/PDGFRA/HLX/INSM1/ASXL1/PYGO2/TGFA/CEBPB/PTCH1/CFLAR/CYP1B1/EXT1/CSF1/GATA2/IGFBP5/RELA/TNF/CDK5RAP3/TUBB1/PAX8/SRC/ITGA2/MSX2/LRP5/VDR/CAV3/BCL2/OAS2/UPB1/PIK3CA/BRCA2/ADA/CRH/PRLR
GO:0071604	transforming growth factor beta production	41	0.575766227539098	1.70901326656344	0.00214723576768534	0.0273037055285633	0.0211834711512257	1281	tags=27%, list=8%, signal=25%	CDH3/THBS1/CD24/PTGS2/TGFB2/TNXB/ITGB8/LGALS9/FN1/TYROBP/GATA6
GO:0036109	alpha-linolenic acid metabolic process	10	-0.822392994107157	-1.82275233861594	0.00219670963224407	0.027875796925089	0.0216273259819003	957	tags=50%, list=6%, signal=47%	ABCD1/SCP2/ELOVL5/FADS1/FADS2
GO:0032366	intracellular sterol transport	31	-0.593365297245052	-1.75129985681331	0.00220794276838293	0.0279612792949186	0.0216936471379547	3373	tags=58%, list=20%, signal=47%	SYT7/NUS1/ARV1/VPS54/ARL8B/ANXA2/SERAC1/GRAMD1B/NPC1/OSBP/ABCA2/SCP2/LDLR/ABCG1/STAR/STARD4/ABCA1/PCSK9
GO:0055089	fatty acid homeostasis	15	-0.746810662750064	-1.84662681389095	0.00222620186022143	0.0280871041961588	0.0217912678862718	542	tags=40%, list=3%, signal=39%	GPAM/DGAT1/DGAT2/APOE/NR1H4/MLXIPL
GO:0018022	peptidyl-lysine methylation	92	0.45980095686934	1.55983171365473	0.00222691257135836	0.0280871041961588	0.0217912678862718	4771	tags=50%, list=28%, signal=36%	NNMT/NFKBIZ/PHF1/HCFC1/EHMT2/ZNF335/CXXC1/BCOR/SETD1B/SETD1A/METTL21A/FAM86B1/PRDM5/PYGO2/MCRS1/DYDC1/PHF19/BEND3/BRCA1/SETDB1/NFYC/SIRT1/ASH2L/SETD2/N6AMT1/METTL18/NFYA/WDR5B/KAT8/KDM1A/SETD4/NCOA6/MEN1/WDR5/SETD6/ARID4B/MLLT6/PHF20/PIH1D1/LMNA/SNW1/NFYB/PAX5/GATA3/SETMAR/EHMT1
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	101	0.461321256690216	1.58850542719882	0.0022391460672147	0.028165325970863	0.0218519559385257	3139	tags=40%, list=19%, signal=32%	PDGFB/FSHR/TGFB2/CEACAM1/SOX9/F2RL1/PPARD/FGFR1/CEP55/FN1/PTPN13/DAB2IP/EGFR/CSF3/PLXNB1/SEMA4D/PRR5/PTPN6/TSC2/CBL/PDGFRA/PDGFD/MAZ/NLRC3/F2R/PIK3IP1/SELP/LIME1/TNF/SRC/NCF1/DCN/PIP5K1A/SIRT1/PRR5L/DDR1/IGF1/PIP5K1C/IGF1R/HCLS1
GO:0045444	fat cell differentiation	217	0.378861727818489	1.43134683287851	0.0022421737464743	0.028165325970863	0.0218519559385257	3405	tags=32%, list=20%, signal=26%	HES1/JDP2/WNT5A/PIM1/ZFPM2/NR4A1/NR4A3/PTGS2/CEBPD/EGR2/INHBB/ZC3H12A/ZFP36L2/IL6/TGFB1I1/CMKLR1/SMAD6/ZFP36/NR4A2/ZBTB16/PPARD/RETN/IL11/CCDC85B/KLF4/CLIP3/ZBTB7B/FOXO1/LPL/ENPP1/FERMT2/SOX13/AXIN1/PER2/GDF6/FGF10/HMGA2/SNAI2/PDGFRA/ATAT1/TFE3/ASXL1/JAG1/CEBPB/SORT1/GATA2/SAV1/TNF/MSX2/LRP5/HNRNPU/LRP3/NPR2/DLK2/SIRT1/TTC8/ALOX5/TCF7L2/WWTR1/NR1D1/CREB1/CTBP2/FLCN/C1QTNF3/NIPBL/LRG1/DDIT3/RORC/SOCS1/OSBPL11
GO:1901616	organic hydroxy compound catabolic process	70	-0.478218525150169	-1.66574406628191	0.00224989230036656	0.028205303071934	0.0218829720131153	1043	tags=19%, list=6%, signal=17%	MTMR7/GK/LCT/FAH/LDHD/SORD/TPI1/DBH/ALDH1B1/GK5/APOE/SCARB1/MT3
GO:1904029	regulation of cyclin-dependent protein kinase activity	98	0.460746187113734	1.57776425482707	0.00229251129126747	0.0286817609841069	0.0222526299859765	4437	tags=45%, list=26%, signal=33%	PDGFB/DIRAS3/SERTAD1/TNFAIP3/CCNA2/CCNB1/EGFR/MYOCD/CDKN1C/PLK1/CDKN2D/CDK5R1/CDC25C/CCNYL1/PKMYT1/CDC6/CDK5RAP3/CCNE2/SRC/CCND2/IPO5/CCNK/HEXIM1/HHEX/CCNH/CDKN2C/CCNF/CCNJL/APC/CCNI2/SPDYE3/GADD45A/CCNT1/CDKN1B/ACTB/CCNA1/CDC25A/MEN1/TFAP4/CCNE1/PKD1/CCNI/CCNB2/TTBK1
GO:0044848	biological phase	11	0.787916789277028	1.70975686217184	0.00229925245920288	0.0287083369303685	0.022273248828	149	tags=27%, list=1%, signal=27%	WNT5A/CDH3/TGFB2
GO:0042476	odontogenesis	128	0.429991976349347	1.53866364474384	0.00231346976466986	0.0288279659252849	0.0223660625070814	2163	tags=23%, list=13%, signal=20%	ID3/HTRA1/TGFB2/TNFSF11/RELT/HAND2/FAM20C/EDN1/FOXC1/LEF1/FAM20A/SMO/ANKRD11/SMPD3/BCOR/FGF10/MSX1/GATA6/PDGFRA/SCN5A/SLC4A2/ZNF22/HDAC2/ADAMTS5/CSF1/SDC1/SRC/MSX2/DLX2
GO:0031424	keratinization	68	0.515283446701845	1.69117751359229	0.00233229728596732	0.0290044490482896	0.0225029862349226	4285	tags=19%, list=25%, signal=14%	SPRR2F/CDH3/IL1A/KRT7/CYP26B1/KRT17/EVPL/CNFN/LIPK/ABCA12/TMEM79/KRT5/PPL
GO:0003071	renal system process involved in regulation of systemic arterial blood pressure	25	0.652563661670821	1.75466075116624	0.00234785640858348	0.0291396629712018	0.0226078914182962	3090	tags=48%, list=18%, signal=39%	PDGFB/GAS6/F2RL1/EDNRB/CYBA/GJA5/F2R/HSD11B2/REN/CORO2B/AGTR1/PCSK5
GO:0071634	regulation of transforming growth factor beta production	39	0.586539215339704	1.73126751250253	0.00237909269641562	0.0293515840998261	0.0227723095816057	1281	tags=28%, list=8%, signal=26%	CDH3/THBS1/CD24/PTGS2/TGFB2/TNXB/ITGB8/LGALS9/FN1/TYROBP/GATA6
GO:0071364	cellular response to epidermal growth factor stimulus	39	0.586260331918027	1.73044434195383	0.00237909269641562	0.0293515840998261	0.0227723095816057	2567	tags=44%, list=15%, signal=37%	ID1/FOS/SOX9/ZFP36L2/MCM7/ZFP36/ERBB2/FOXC1/INPP5K/DAB2IP/EGFR/SNAI2/CFLAR/PPP1R9B/PTPN12/DAB2/PLCG1
GO:0045927	positive regulation of growth	227	0.381657502891125	1.45541533955003	0.00237291859466996	0.0293515840998261	0.0227723095816057	2184	tags=21%, list=13%, signal=19%	PIM1/ZFPM2/HBEGF/SPHK1/TGFB2/HOPX/IGFBP1/RFTN1/SEMA5A/MMP14/SEMA7A/CDH4/SMAD7/ERBB2/EDN1/CAPN3/PPARD/SYT2/BMPR2/SMO/NRP1/SRF/FN1/CDK1/EXOSC4/AVPR1A/TFCP2L1/EGFR/TBX2/CYBA/SEMA4D/PRR5/RIMS1/S100A9/GATA6/RASAL1/RIMS2/HLX/SASH3/CDKN2AIP/KRT17/GDI1/SOX15/CSF1/SMURF1/BCL2/LIMK1/CDKL5
GO:0003084	positive regulation of systemic arterial blood pressure	11	0.787500515987527	1.70885356105814	0.00239709138253308	0.0295150776566152	0.0228991554062514	2984	tags=55%, list=18%, signal=45%	ACE/AVPR1A/CYBA/HSD11B2/AVPR2/WNK1
GO:0006643	membrane lipid metabolic process	189	-0.359739763410544	-1.44311809099735	0.00241043626308092	0.0296207365293225	0.0229811304216764	2231	tags=21%, list=13%, signal=19%	ENPP2/FUT2/PIGT/B3GALT2/SPTLC3/PIGO/OSBP/GPAA1/PIGB/SGMS1/AGK/PSAP/PIGS/ST3GAL6/DPM3/PIGK/GLB1/ABCA2/SMPD1/B3GNT5/SGMS2/PPT1/PIGU/SGPP2/NAGA/LCT/FUCA1/P2RX1/PGAP2/TECR/NEU1/ST3GAL5/HEXB/ELOVL5/SPTSSA/PPM1L/ASAH1/GALC/ELOVL6/GM2A
GO:0099177	regulation of trans-synaptic signaling	451	0.33202995089175	1.33974001061747	0.0024329972492745	0.0298390076843961	0.0231504752277069	2927	tags=24%, list=17%, signal=20%	ACE/S100B/WNT5A/AKAP12/PRRT1/RIMS4/IL1B/DBN1/OXTR/PTGS2/EGR2/NLGN4X/CDC20/CBLN1/PLCL1/NPTX2/PLAT/SYNGAP1/ADRA2A/NRGN/PRKCZ/EDN1/TACR2/CRTC1/ACHE/RETN/SYN1/SLC1A3/KAT2A/RGS14/DGKZ/ABR/NPTXR/SRF/FYN/CPEB3/RGS4/LZTS1/LRRC4/CNIH2/TYROBP/DVL1/TSHZ3/DGKE/CLSTN2/DTNBP1/AGER/DLGAP4/RIMS1/PICK1/SLC38A2/CDH1/DRD5/RAP1B/RIMS2/SQSTM1/STX4/DKK1/GRID2/BRSK1/PLK2/PRKAR1B/SHANK1/PRKCG/IQSEC2/ARHGAP44/PCDH17/KRAS/CSPG5/VAMP2/MCTP1/ERC1/PTPRS/SYT11/TNF/SORCS2/GRID2IP/SLC24A2/HOMER3/ERC2/SRC/HRH1/CDH2/PLA2G6/ADCY1/CDKL5/ANAPC2/SCT/NTNG1/GRIK3/CNTN4/ARRB2/NOG/GIPC1/PLCG1/SNCG/KCTD13/GRIK1/EIF4A3/NLGN3/CHRNB2/RAPGEF2/GRIN2A/CYFIP1/RTN4/NPY5R
GO:0051604	protein maturation	305	-0.32012050696128	-1.35573928159755	0.00245456220166101	0.0300235032734582	0.0232936153954155	2653	tags=26%, list=16%, signal=22%	GLG1/BAG2/ANXA2/MASP1/SCG5/CAST/PITRM1/RPS6KA2/PSEN1/CLN5/LDLRAD3/SORL1/STOML2/FKBP1A/TSPAN5/SLC30A6/SPCS1/TSPAN33/WFS1/ADAM10/PIK3C3/GCSH/PLAU/PMPCB/ECE1/CYFIP2/CARD16/NAA30/DPP4/SPON1/NCSTN/ACE2/SPCS3/PRNP/BACE2/SEC11C/CIDEB/ADAM19/YME1L1/XPNPEP3/RAP1GDS1/ATP6AP2/PCSK4/PHEX/CHAC1/ZMPSTE24/CPD/GLI3/CDK20/PRCP/GAS1/CTSZ/APOH/ENO1/MAFB/ISCA1/S100A10/CASP6/BACE1/MIPEP/DHCR24/NOL3/CST7/F8/CTSS/PRDX4/P4HB/ASPH/BOLA3/LPCAT3/SRGN/CALR/PCSK6/PGK1/MME/FGG/PCSK9/DUOXA2
GO:0050804	modulation of chemical synaptic transmission	450	0.33312777719888	1.34452227163221	0.00245769751788199	0.0300235032734582	0.0232936153954155	2927	tags=24%, list=17%, signal=20%	ACE/S100B/WNT5A/AKAP12/PRRT1/RIMS4/IL1B/DBN1/OXTR/PTGS2/EGR2/NLGN4X/CDC20/CBLN1/PLCL1/NPTX2/PLAT/SYNGAP1/ADRA2A/NRGN/PRKCZ/EDN1/TACR2/CRTC1/ACHE/RETN/SYN1/SLC1A3/KAT2A/RGS14/DGKZ/ABR/NPTXR/SRF/FYN/CPEB3/RGS4/LZTS1/LRRC4/CNIH2/TYROBP/DVL1/TSHZ3/DGKE/CLSTN2/DTNBP1/AGER/DLGAP4/RIMS1/PICK1/SLC38A2/CDH1/DRD5/RAP1B/RIMS2/SQSTM1/STX4/DKK1/GRID2/BRSK1/PLK2/PRKAR1B/SHANK1/PRKCG/IQSEC2/ARHGAP44/PCDH17/KRAS/CSPG5/VAMP2/MCTP1/ERC1/PTPRS/SYT11/TNF/SORCS2/GRID2IP/SLC24A2/HOMER3/ERC2/SRC/HRH1/CDH2/PLA2G6/ADCY1/CDKL5/ANAPC2/SCT/NTNG1/GRIK3/CNTN4/ARRB2/NOG/GIPC1/PLCG1/SNCG/KCTD13/GRIK1/EIF4A3/NLGN3/CHRNB2/RAPGEF2/GRIN2A/CYFIP1/RTN4/NPY5R
GO:0051962	positive regulation of nervous system development	262	0.365685708304467	1.41638892398205	0.00247185648663632	0.030137262027264	0.0233818746713194	1800	tags=19%, list=11%, signal=17%	HES1/ACE/TGM2/IL1B/DBN1/SEMA4A/SPINT1/OXTR/LRRC24/SYNDIG1/EGR2/SKIL/CLCF1/SEMA5A/CBLN1/IL6/DLG5/SEMA7A/PTPRZ1/CDH4/AMIGO2/LIF/GJC2/ASPM/RGS14/BMPR2/SMO/NRP1/SRF/FN1/CHODL/ZNF335/TIAM2/PLXNB1/CLSTN2/SEMA4D/NUMBL/SYNJ1/FLRT2/PRPF19/GRID2/LRRN1/SPEN/SRRT/AMIGO1/GDI1/HDAC2/KRAS/PARP6/NAP1L1
GO:0045663	positive regulation of myoblast differentiation	40	0.588844379357179	1.7334394625037	0.00248226022408944	0.0302048807698398	0.023434336403341	3968	tags=45%, list=23%, signal=35%	SOX4/IGFBP3/ARID1A/DPF3/SMARCC2/SMARCA2/ARID2/RBM24/SMARCA4/SMARCC1/SMARCD1/ARID1B/KAT5/BRD7/AKIRIN1/ACTB/PBRM1/XKR8
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	22	-0.66345494159544	-1.81416000198113	0.00249666579283173	0.0303208357418509	0.0235242996063894	3312	tags=59%, list=20%, signal=48%	ULBP1/ERAP2/HLA-B/MICB/ULBP2/IDE/HLA-G/HLA-A/MICA/ERAP1/HFE/ULBP3/B2M
GO:0050808	synapse organization	444	0.337193236987418	1.35836961009437	0.00250374183899963	0.0303474985475628	0.0235449858379713	2319	tags=19%, list=14%, signal=17%	C3/WNT5A/IL10/PRRT1/CAMK1/DBN1/SEMA4A/TUBA1A/OXTR/CACNB3/LRRC24/SYNDIG1/FCGR2B/NLGN4X/CDC20/CBLN1/C1QC/EFNA1/LRFN4/SYNGAP1/DLG5/HIP1R/PPFIBP1/MDGA1/ERBB2/AMIGO2/ACHE/TNC/RHOB/SYN1/NRP1/FYN/PTPN13/LZTS1/LRRC4/ANK3/COLQ/C1QB/ICAM5/GPC4/DAB2IP/DVL1/FLNA/PALM/PLXNB1/CLSTN2/SEMA4D/DTNBP1/DOK7/ACTG1/PICK1/WASF2/CDH1/RAP1B/FLRT2/DKK1/GRID2/LRRN1/CDK5R1/SHANK1/GRIPAP1/ARHGAP44/AMIGO1/PCDH17/SORT1/F2R/CFL1/ERC1/GDNF/ACTN1/PTPRS/TNF/SRGAP2/ERC2/NGEF/CDH2/CHD4/CDKL5/PCDHGC3/RPS6KA5/CDH6/ANAPC2/YWHAZ/NRP2
GO:0052695	cellular glucuronidation	19	-0.70112416657754	-1.83784793304121	0.00252514420173697	0.0305473670163434	0.0237000529931611	330	tags=16%, list=2%, signal=15%	UGT2B11/UGT2B15/ABHD10
GO:0016114	terpenoid biosynthetic process	16	-0.720589253867685	-1.82787949260211	0.00255441262684968	0.0307816622359521	0.0238818300058182	377	tags=38%, list=2%, signal=37%	ALDH8A1/DHRS9/LSS/RBP1/HMGCS1/FDPS
GO:0006457	protein folding	195	-0.355902871204098	-1.43255944965518	0.00255147598755315	0.0307816622359521	0.0238818300058182	3700	tags=38%, list=22%, signal=30%	CLPX/HSPBP1/PFDN5/APLF/NUDCD2/MKKS/PPIL3/HSP90AB1/DNAJC10/CCT8/NPPB/DNAJC25/PPID/ERP27/CCT4/QSOX2/DNAJC5/CCT6B/LYRM7/BAG4/CCT3/DNAJC2/DNAJC19/DNAJC3/CRTAP/CCDC47/BAG2/CDC37L1/RP2/GRN/UGGT1/TXNDC5/DNAJB2/TBCE/DNAJC1/FKBP1A/PPIE/WFS1/PPIB/HSPA9/PFDN6/FKBP2/ENTPD5/PPIF/CCT5/TBCD/TRAP1/FKBP9/PEX19/NPPC/HSPB6/FKBP10/HSPA4L/CRYAB/GRPEL1/PPIL6/LMAN2L/CANX/LMAN1/HSP90B1/PPIA/PDIA3/HSPA13/ERP29/PDIA5/HSPA5/PDIA4/CLU/PRDX4/P4HB/SIL1/B2M/PDIA6/FKBP11/CALR
GO:0010717	regulation of epithelial to mesenchymal transition	93	0.469441522969024	1.59564830655001	0.0025803038631425	0.0309139295202699	0.0239844490513783	3285	tags=32%, list=19%, signal=26%	IL1B/SPRED3/PHLDB1/TGFB2/TNXB/IL6/TGFB1I1/EFNA1/BCL9L/LOXL2/ZNF703/SMAD7/SNAI1/FOXC1/LEF1/FERMT2/DAB2IP/JAG1/ZNF750/HDAC2/MAD2L2/NOG/DAB2/FOXA1/TCF7L2/VASN/WWTR1/TRIM62/MARK1/LRG1
GO:2000779	regulation of double-strand break repair	112	0.456406398039943	1.58890283233999	0.00257684128639941	0.0309139295202699	0.0239844490513783	3700	tags=39%, list=22%, signal=31%	POLQ/HELB/ARID1A/FOXM1/CHEK1/HMGA2/DPF3/RMI2/BCL7B/OGG1/DPF2/SMARCC2/EP400/WRAP53/SMARCA2/ZCWPW1/SIRT7/ARID2/MAD2L2/VPS72/SMARCA4/SMARCC1/SMARCD1/FANCB/TFIP11/BRD8/MBTD1/TERF2IP/UBR5/SETD2/YEATS4/DMAP1/ARID1B/KAT5/WAS/HELQ/HSF1/BCL7C/BRD7/SPIRE1/KDM1A/ACTB/PBRM1/ATRIP
GO:0030178	negative regulation of Wnt signaling pathway	154	0.411208751500664	1.49616919259174	0.0025791676215352	0.0309139295202699	0.0239844490513783	3461	tags=34%, list=20%, signal=27%	SFRP4/WNT5A/APCDD1L/TMEM88/IGFBP1/SOX9/PRICKLE1/DACT1/IGFBP2/EGR1/ZNRF3/BICC1/SOX17/NKD1/GSK3A/FOXO1/LMBR1L/MDFI/SOX13/AXIN1/CTNNBIP1/NFATC1/DAB2IP/SFRP5/CITED1/TSC2/DKK1/SNAI2/CAV1/CSNK1E/GRB10/APC2/CDH2/LIMD1/CTNND1/MAD2L2/TAX1BP3/TSKU/CXXC4/NOG/DAB2/CHD8/TCF7L2/WWTR1/APC/LZTS2/DDIT3/GLI1/KREMEN1/SHH/WNT11/OTUD5
GO:0045104	intermediate filament cytoskeleton organization	86	0.475453585305872	1.60335016941879	0.00260533716160445	0.0311538201362625	0.0241705672300268	4481	tags=28%, list=26%, signal=21%	KRT18/KRT23/DSP/VIM/KRT7/ATXN3/KRT17/NES/EVPL/KLHL24/FAM83H/PLEC/NEFH/SHH/KRT13/MACF1/KRT12/DNAJB6/KRT19/KRT5/INA/PPL/TOR1A/EPPK1
GO:0009410	response to xenobiotic stimulus	417	0.338738153636608	1.35963434443635	0.00261690965674422	0.0312321386672468	0.0242313303502551	3059	tags=25%, list=18%, signal=21%	GSTM1/ACE/NNMT/PGF/IL10/NOS2/HMOX1/MAOB/CDH3/NFKBIZ/THBS1/FOSB/CRHBP/IL1B/FOS/OXTR/PTGS2/AMH/S100A12/TGFB2/JUN/ACSM1/GAS6/SMOX/GSTA1/CYP3A5/MCM7/PRICKLE1/ABAT/APOBEC3A/IGFBP2/GSTM4/EDN1/FOSL1/SLC10A1/DNMT3A/SULT1C4/SLC1A3/SLC29A3/LPL/CBX7/CDK1/ABCC3/EHMT2/KCNQ1/CD69/CYP3A4/CYP2A7/CYBA/CYBB/CDK9/CPT1A/GATA6/SEMA3C/CDH1/CYP2E1/LCK/AIP/PTPRM/CYP26B1/GSTO1/TGFA/PTCH1/XRCC1/HDAC2/OGG1/PPP1R9B/TBXA2R/CYP1B1/VAV1/HSD11B2/PDE4A/TNF/SRC/ITGA2/FMO5/ADCY1/BCL2/BLOC1S3/REN/TP53/NUDT15/RAD54L/BAD/GSTA2/ADA/PRKAA2/MYC/CBR3/TRAF3IP2/SCN11A/TP53I13/CENPF/ABCC1/CYP2A6/GRIN2A/CYP2C8/APOA2/N6AMT1/MAP2K6/VAV2/AGPAT2/CREB1/RHBDD3/SLCO2B1/PCSK1
GO:0032371	regulation of sterol transport	60	-0.498487917075901	-1.67496670406945	0.00263591166133573	0.0313386208607755	0.0243139441358592	1355	tags=27%, list=8%, signal=25%	SREBF2/ABCA2/ABCA5/SEC24A/SCP2/PLTP/ABCG1/EEPD1/NR1H3/APOA1/LPCAT3/OSBPL6/ABCA1/APOE/PCSK9/APOC1
GO:0032374	regulation of cholesterol transport	60	-0.498487917075901	-1.67496670406945	0.00263591166133573	0.0313386208607755	0.0243139441358592	1355	tags=27%, list=8%, signal=25%	SREBF2/ABCA2/ABCA5/SEC24A/SCP2/PLTP/ABCG1/EEPD1/NR1H3/APOA1/LPCAT3/OSBPL6/ABCA1/APOE/PCSK9/APOC1
GO:0051785	positive regulation of nuclear division	56	0.534777250205068	1.69059420128885	0.00265141225610228	0.0314627507794733	0.0244102498387239	2920	tags=36%, list=17%, signal=30%	PDGFB/WNT5A/IL1B/SPHK1/WNT4/EDN1/IL1A/DLGAP5/AURKA/SMPD3/MSX1/TGFA/ESPL1/MAD2L1BP/TNF/MSX2/LRP5/NPR2/NPM2/IGF1
GO:0001977	renal system process involved in regulation of blood volume	15	0.760171127852041	1.80752769787881	0.00266617557754694	0.0315776756974988	0.0244994138784915	2403	tags=53%, list=14%, signal=46%	PDGFB/GAS6/F2RL1/CYBA/GJA5/F2R/HSD11B2/CORO2B
GO:0045987	positive regulation of smooth muscle contraction	28	0.655570176694872	1.80761736532497	0.00270790702136942	0.0317693695450472	0.0246481387863675	2391	tags=50%, list=14%, signal=43%	NPNT/OXTR/PTGS2/SPHK1/ABAT/EDN1/TACR2/SRF/MYOCD/F2R/TBXA2R/CHRM3/ITGA2/ADA
GO:2000819	regulation of nucleotide-excision repair	28	0.655317947777415	1.80692188925324	0.00270790702136942	0.0317693695450472	0.0246481387863675	4266	tags=61%, list=25%, signal=45%	ARID1A/DPF3/BCL7B/DPF2/SMARCC2/SMARCA2/ARID2/SMARCA4/SMARCC1/SMARCD1/ARID1B/BCL7C/BRD7/ACTB/PBRM1/KAT7/BCL7A
GO:0050810	regulation of steroid biosynthetic process	69	-0.478899462168491	-1.65260819894857	0.00269961606660894	0.0317693695450472	0.0246481387863675	1182	tags=23%, list=7%, signal=22%	ERLIN2/ATP1A1/SCAP/NR3C1/SEC14L2/ABCG1/STAR/LPCAT3/SREBF1/STARD4/ASAH1/APOE/INSIG1/LHCGR/NR1H4/DHCR7
