GeneName	decidua_induced abortion_rep1	decidua_induced abortion_rep2	decidua_induced abortion_rep3	decidua_recurrent spontaneous abortion_rep1	decidua_recurrent spontaneous abortion_rep2	decidua_recurrent spontaneous abortion_rep3
EPHB2	2.99865	3.31203	1.43754	2.2662	11.0157	1.00878
EPHB3	1.95285	3.87734	1.79677	1.40359	5.92783	3.6298
EPHB4	7.803	24.8966	29.0857	11.8551	21.8987	19.1827
EPHB6	6.98433	5.517	5.35112	4.1675	3.28378	5.7841
EPHX1	151.41	124.632	270.998	188.094	210.137	167.716
EPHX2	2.95247	2.77649	2.45088	1.77461	1.98144	2.61539
EPHX3	0.268685	1.21252	0.561756	0.238817	0.782433	0.300394
EPHX4	0.148573	0.323967	0.587015	0.417334	1.34304	0.835294
EPM2A	0.686766	0.632595	1.38753	1.21885	1.37022	2.59202
EPM2AIP1	1.64875	1.57734	3.55416	2.22446	3.54827	4.16213
EPN1	38.4826	156.801	48.7371	37.6107	52.2277	38.2598
EPN2	9.21773	9.71481	0	0	17.6289	0
EPN3	0.608709	1.50517	3.51831	0.924539	0.920148	1.21332
EPO	0	0.13717	0	0.16738	0	0.209468
EPOR	47.4278	77.2897	40.1664	96.7325	53.7585	45.3066
EPPK1	0.0612378	0.0294193	0.0890959	0.100806	19.2325	0.149249
EPRS	39.4562	22.4088	14.6474	12.0341	13.513	14.2051
EPS15	12.4127	9.2527	12.6066	9.45378	10.5117	15.351
EPS15L1	7.75734	5.97434	8.46342	8.36524	9.62591	6.77136
EPS8	11.4446	13.672	21.4206	19.4753	34.1293	19.5671
EPS8L1	32.5303	27.9498	10.6323	18.9664	25.5407	10.9369
EPS8L2	14.332	45.54	23.6466	55.1046	59.7712	30.6452
EPS8L3	0.16181	2.25509	0.159654	2.16805	1.03459	0.568467
EPSTI1	10.92	13.5593	8.28783	23.9199	13.7143	11.7797
EPT1	1.10696	1.32347	2.04865	1.45131	2.18894	2.02622
EPX	0.0524043	0.0367751	0	0	0	0.159621
EPYC	48.1339	0.554902	1.01278	57.1047	1.9702	19.3173
ERAL1	14.2378	21.8625	20.5891	15.8476	15.84	20.4156
ERAP1	17.9712	21.4447	17.8061	15.1904	15.9034	22.4667
ERAP2	8.61591	5.17172	4.78415	1.40718	4.24973	6.62149
ERAS	0.0742484	0.0290961	0.0237069	0.0444356	0.0204448	0.0445116
ERBB2	15.8288	35.0437	33.8073	25.9518	71.6089	16.3123
ERBB2IP	5.14427	14.4058	17.8439	13.2202	16.828	15.0599
ERBB3	12.9119	9.19755	10.2622	51.3217	18.0034	46.078
ERBB4	0.118044	0.0764101	0.052635	0.0784743	0.0352043	0.0156749
ERC1	2.62719	3.02686	5.12287	4.7139	4.72035	3.8092
ERC2	0.0451236	0.0623415	0.070703	0.0700724	0.156511	0.0567567
ERCC1	57.8105	46.7076	27.3688	29.0467	19.4514	39.4247
ERCC2	4.93281	9.50705	15.2576	5.4987	7.37045	6.82297
ERCC3	17.8999	16.4404	15.5889	12.4059	14.7708	14.6733
ERCC4	0.518658	1.1696	1.79345	1.83919	1.51454	1.57551
ERCC5	42.2718	27.2796	19.9885	15.6165	21.6691	17.9921
ERCC6	1.25603	1.68712	2.20165	1.27101	2.45039	1.97905
ERCC6L	0.0658339	0.17685	0	0.0982309	0.0847353	0.157125
ERCC8	1.93661	3.50383	2.49703	3.28079	2.29305	3.49349
EREG	0.20851	0.0114285	0.0111525	0.574736	0.148431	0.0866118
ERF	5.09704	18.6361	24.8357	17.2952	54.1013	17.1088
ERG	1.35824	2.04789	4.30299	4.31199	5.94097	3.11395
ERGIC1	64.7645	702.913	139.744	670.16	501.567	590.959
ERGIC2	13.6276	16.0803	19.5401	22.4875	19.9276	18.3241
ERGIC3	157.596	253.561	190.65	139.041	138.323	162.936
ERH	46.7579	87.0574	113.258	108.429	90.3295	153.162
ERI1	2.14343	2.45654	3.54544	4.35126	3.83225	5.09749
ERI2	2.84077	3.99469	5.03872	2.7948	3.15619	3.35734
ERI3	23.475	40.0817	29.4962	20.5255	25.0954	30.6081
ERICH1	5.11759	8.61961	8.39777	9.1586	8.28409	11.1661
ERLEC1	31.2026	26.4983	44.3405	54.8343	44.8458	42.5853
ERLIN1	7.02	12.8527	18.5864	16.4148	15.9085	14.4348
ERLIN2	8.0263	6.80567	13.2959	12.0526	12.1541	10.4137
ERMAP	5.04083	3.23826	7.2177	6.101	4.34987	6.98029
ERMN	0.0752204	0.105461	0.141083	0.181521	0.127244	0.270956
ERMP1	10.3547	8.0504	12.9595	29.4826	18.5072	18.0561
ERN1	7.20925	25.9818	14.2492	21.2813	74.3884	55.7414
ERN2	0.12896	0.630143	0	0	0	0
ERO1L	5.12593	9.07871	8.39942	14.0535	13.2385	24.143
ERO1LB	1.3014	1.17124	1.06469	2.68234	1.77279	2.73235
ERP27	6.03473	8.77657	7.67344	3.17097	135.279	135.834
ERP29	144.501	119.817	153.646	180.59	121.696	126.256
ERP44	15.4201	40.1107	64.589	64.0216	42.5667	53.1806
ERRFI1	4.44021	10.9647	12.0646	25.6068	30.5155	13.4816
ERV3-1	2.58058	2.51728	2.59073	13.0592	9.42317	4.17186
ERVFRD-1	0.0764884	0.129129	0.0877747	0.0523386	0.0685564	0.0396994
ERVK13-1	0.847704	0.958824	2.18587	1.48388	2.15297	2.99692
ERVMER34-1	0.42586	1.04793	0.62867	1.08733	1.84035	0.552877
ERVV-1	0.0472315	0.458273	0.126654	0.030518	0.452101	0.0144708
ERVV-2	0	0.128498	0.016342	0.0408354	0.201385	0.0135666
ESAM	15.5063	27.4921	68.4161	32.4737	74.3961	38.0962
ESCO1	0.88975	1.16084	2.35275	4.03576	2.8069	2.45416
ESCO2	0.125301	0.165964	0.337192	0.117564	0.148214	0.255557
ESD	30.4524	43.7404	61.0779	42.4295	43.4661	66.9775
ESF1	1.42571	1.63282	7.52276	2.87885	4.72131	7.70107
ESM1	0.591643	0.0888655	0.330287	0.532242	1.3948	0.691028
ESPL1	1.25509	2.63655	0.692507	0	1.38994	1.68267
ESPN	0	0	0.126318	0	0	0
ESPNL	0.764634	0.27679	0.908446	0.242535	0.157577	0.950689
ESPNP	0	0.306448	0.219971	0.090182	0	0.0171397
ESR1	9.23523	5.43094	7.70068	9.29075	10.9072	14.9175
ESR2	0	2.31753	0	0	0	0
ESRG	0.25141	0.241409	0.050612	0.0790409	0.0724805	0.0524685
ESRP1	3.63073	6.85266	7.2539	4.1421	9.47049	6.7704
ESRP2	6.42817	8.14066	10.2768	5.56396	8.94712	7.02192
ESRRA	636.169	0	29.1807	365.759	22.0444	549.128
ESRRB	0.234365	0.197282	0.167415	0.132103	0.196867	0.0657785
ESRRG	0.258114	0.393953	0.381283	0.11384	0.423859	0.103008
ESX1	0	0.0483894	0	0	0	0.0490911
ESYT1	12.0002	47.9082	26.0033	26.015	27.9951	27.727
ESYT2	5.3403	8.30793	12.6037	10.6147	15.7668	16.1543
ESYT3	2.64042	0.557779	2.43452	3.58216	1.7084	1.91698
ETAA1	7.40474	6.46722	7.22408	4.56222	3.38243	5.29399
ETF1	14.3834	21.5016	31.2157	32.7196	32.0714	34.4024
ETFA	81.9956	39.3639	48.5183	40.2096	45.0657	45.868
ETFB	488.352	136.631	102.316	223.63	64.5038	557.083
ETFDH	3.63287	4.13962	8.52104	9.78461	8.88335	5.69168
ETHE1	42.5037	67.9953	26.2992	38.5053	45.5104	46.3563
ETNK1	4.60518	5.55645	8.36137	7.85739	9.93487	11.0747
ETNK2	3.11968	3.64937	4.09238	2.43792	2.93683	3.14417
ETS1	4.18112	4.54252	10.4347	13.555	23.5929	14.6428
ETS2	16.5086	40.4933	55.4496	89.5027	75.3076	51.2223
ETV1	0.217113	0.230086	0.301019	0.0549041	0.668344	0.348281
ETV2	0.368981	0.692849	0.800821	0.512526	0.72834	0
ETV3	0.738055	0.205781	4.54416	0.844497	3.44931	3.57192
ETV3L	0	0	0.0280951	0.00658187	0.0302165	0.017515
ETV4	0	2.27968	0	0	0	0
ETV5	1.82535	2.56638	3.01311	2.80275	3.26392	4.62802
ETV6	4.2099	3.65977	3.64753	3.68053	4.07581	3.43135
ETV7	1.92529	0.831948	0.545914	2.60027	0.533602	0.921438
EVC	6.25089	10.1043	65.9274	12.1069	17.6954	18.655
EVC2	3.03276	2.48366	3.0649	3.18203	3.33534	2.43732
EVI2A	1.17619	1.9417	2.32395	3.36224	6.64296	12.0306
EVI2B	3.86531	2.92666	4.28248	5.66791	7.54852	12.0306
EVI5	1.21471	1.09316	2.2844	2.17546	2.18901	1.80756
EVI5L	3.86271	10.1873	9.67588	6.49603	11.0696	8.15771
EVL	160.153	85.937	101.831	93.127	109.405	129.642
EVPL	1.02014	2.90972	3.88132	3.94142	5.16828	2.22961
EVPLL	0	0.0345086	0	0	0	0
EVX1	0	0.0186465	0.0452269	0.0847638	0.0389231	0.0188047
EVX2	0	0	0	0	0	0
EWSR1	47.0558	373.481	109.754	98.771	91.8842	105.265
EXD1	0.00268026	0.0724912	0	0	0.000458615	0.00564443
EXD2	2.58281	2.6022	4.79022	3.9563	6.473	4.18088
EXD3	19.7436	10.8442	10.688	9.14275	12.1585	13.9046
EXO1	0.27314	0.381066	0.322423	0.17051	0.20632	0.458683
EXOC1	26.0318	8.67287	16.3385	14.375	15.529	14.0978
EXOC2	2.41707	7.78502	4.61149	4.21182	6.25907	4.78406
EXOC3	40.8025	37.7212	22.1795	18.3538	24.9201	18.6015
EXOC3L1	3.74693	11.39	23.2031	19.4049	27.593	24.887
EXOC3L2	3.26084	3.81456	2.77875	2.08392	4.0931	2.09983
EXOC3L4	1.51805	0.155668	0.104444	0.078295	0.354302	0.37288
EXOC4	11.2801	7.97278	17.9818	9.94344	15.424	10.8174
EXOC5	2.39814	1.9622	3.79454	4.46496	5.0987	4.49711
EXOC6	2.25275	2.21263	3.49402	3.97678	5.21237	3.92717
EXOC6B	2.76852	0.550801	4.44478	6.9483	6.60288	5.85748
EXOC7	19.3684	21.7822	30.5786	28.4361	27.0005	31.4507
EXOC8	1.90695	1.38985	2.7108	3.35674	2.76861	2.89821
EXOG	2.104	2.47918	3.08324	2.29435	2.07524	2.53619
EXOSC1	16.941	21.5592	26.416	21.8386	13.8147	24.2618
EXOSC10	14.3083	52.7615	26.1793	19.0179	24.9863	38.054
EXOSC2	5.25235	7.24119	0	0	7.80935	0
EXOSC3	7.47424	9.19513	13.5316	19.2972	10.9092	18.9864
EXOSC4	52.5049	36.0115	23.5884	22.9301	15.3858	27.7548
EXOSC5	10.1146	15.6944	10.2432	5.85706	7.48787	18.8511
EXOSC6	8.28383	7.44499	40.2272	26.8048	38.0258	29.9424
EXOSC7	33.6992	55.8867	50.589	27.9308	28.2551	630.713
EXOSC8	10.0591	13.104	13.3996	10.8683	12.4537	13.5561
EXOSC9	7.37396	8.32275	11.5887	8.33151	9.37777	9.99461
EXPH5	0.553451	0.433044	0.736872	6.66133	1.18467	0.663823
EXT1	5.31269	10.5659	11.9708	12.0531	12.3292	9.17247
EXT2	40.4185	86.7186	64.6047	67.6952	31.7211	53.3824
EXTL1	5.28424	0	0	2.3006	0	1.77013
EXTL2	4.08355	5.12428	6.93076	4.52146	3.90139	5.17811
EXTL3	6.57273	12.0267	8.63737	8.42553	13.5325	8.39715
EYA1	1.81716	0.126936	0.101789	0.035114	0.14397	0.037956
EYA2	12.2338	18.0021	15.1244	6.22134	12.4801	9.20971
EYA3	2.27484	3.77685	4.6114	3.66782	4.51123	4.2324
EYA4	0.194198	0.14192	0.0987004	0.0553761	0.327394	0
EYS	0	0.0444193	1.36599	0.0620041	0.148465	0
EZH1	9.49552	16.8172	12.5572	17.4937	14.7804	12.9449
EZH2	11.7568	8.58754	3.92469	6.31951	9.92091	9.06943
EZR	51.5225	94.7822	130.645	59.6463	146.304	74.4633
F10	22.5511	22.7097	22.8023	19.7481	9.73173	21.2643
F11	0	0	0.0160953	0	0.0221257	0
F11R	5.60593	12.4	15.1316	7.99751	32.6247	50.1557
F12	4.17593	2.17738	2.09637	4.49098	1.5532	3.59285
F13A1	11.04	29.1867	12.1047	14.0685	45.2863	22.9248
F13B	0	0	0	0	0	0
F2	0.42268	4.05502	2.96417	0.894035	2.57395	0.849559
F2R	34.3635	21.7245	35.2916	103.835	24.033	43.707
F2RL1	2.07572	5.02428	9.03405	6.88825	12.645	5.96055
F2RL2	4.2928	1.69253	2.9155	2.64637	0.439791	0.852668
F2RL3	1.93866	0.523372	1.07901	2.85559	0.968702	1.82175
F3	35.037	27.242	29.4799	191.831	59.1776	156.209
F5	0.0411299	0.0411217	0.0356176	0.0539091	0.103338	0.0221037
F7	0.0184541	0	0.0260132	0.01625	0.022353	0.0431519
F8	0.679967	1.24518	0	1.60213	0	0
F8A1	3.14095	6.46009	5.23002	3.39427	6.57887	4.90585
F8A2	3.14095	6.46009	5.23002	3.39427	3.7992	4.90585
F8A3	7.52659	11.2645	8.70807	7.78001	6.57887	8.26883
F9	0	0	0	0	0	0
FA2H	0.615981	2.41955	2.09952	1.29762	1.40191	1.12434
FAAH	10.2137	7.41393	9.99421	6.70664	10.4817	8.67045
FAAH2	4.89309	8.37435	4.69603	1.8454	4.7313	3.28781
FABP1	0	0	0	0	0.064535	0
FABP12	0	0	0	0	0	0
FABP2	0	0.0150715	0	0.0113883	0	0.00757075
FABP3	5.49715	11.0147	11.7424	29.3222	6.71358	11.4651
FABP4	1.28207	1.0272	1.90115	1.365	2.1015	1.75875
FABP5	30.1642	43.3891	73.5363	46.6954	43.6889	73.6201
FABP5P3	0	0.0952514	0.118039	0	0.102181	0
FABP6	0.971628	1.49829	1.59454	0.533133	1.82894	0.303201
FABP7	0	0.0778753	0	0	0.745646	0
FABP9	0	0	0	0	0	0
FADD	18.0185	25.5111	23.2276	34.737	20.1013	27.9609
FADS1	6.5549	7.23261	9.14776	11.467	9.90255	6.60716
FADS2	26.983	28.5053	40.2964	24.2934	23.0764	30.3606
FADS3	49.1745	90.9805	36.7208	87.3828	52.6037	43.0647
FADS6	0.0142446	0	0.00336717	0	0.0262637	0
FAF1	6.59788	13.3157	10.9617	11.2063	10.5051	10.3786
FAF2	5.7911	7.05127	11.0117	10.7845	10.6991	10.3482
FAH	7.16538	19.9499	9.98892	8.92607	5.17634	9.95584
FAHD1	8.73226	20.0199	17.3781	14.2701	18.7589	16.0126
FAHD2A	17.7664	18.6564	15.1703	11.9935	10.2871	14.9832
FAHD2B	4.01955	6.69619	7.40065	4.01687	4.80363	6.29897
FAIM	11.4593	13.2946	13.1516	11.0733	8.54008	15.5427
FAIM2	0.127718	0.589731	0.19015	0.193441	0.125951	0.141759
FAIM3	0.562756	1.23251	1.03527	1.46671	2.56593	1.03087
FAM100A	19.6806	55.0794	23.4245	19.5782	27.8291	19.8345
FAM100B	44.4293	48.7097	16.8538	28.6681	26.4722	28.9544
FAM101A	6.61014	8.67967	21.9698	15.7744	28.8971	17.9402
FAM101B	1.81265	1.433	1.71476	1.96357	1.64079	1.51594
FAM102A	18.1046	24.8923	41.1339	30.6322	29.025	56.3494
FAM102B	0.753484	0.904648	1.74842	1.16011	2.08967	1.94337
FAM103A1	8.5024	10.5598	17.8107	13.6513	11.9048	15.2063
FAM104A	5.01724	6.5412	9.72114	7.79509	8.23873	8.42903
FAM104B	10.9992	11.5345	10.0352	10.0122	7.98268	12.9439
FAM105A	1.64789	2.34622	3.89726	5.16182	3.55896	3.83568
FAM105B	5.7691	1.12366	3.28793	3.18135	2.37954	3.6571
FAM106A	0.012677	0.0890317	0.0777622	0.00560522	0.159468	0.0447117
FAM106CP	0	0.0595137	0.0401326	0.0225651	0.0621844	0.0200318
FAM107A	2.67466	2.82398	7.60746	10.4388	5.5967	5.63772
FAM107B	4.36322	4.66456	11.5966	18.1782	19.5765	13.5858
FAM108A1	66.9367	72.2335	52.0041	45.7337	32.5964	62.5702
FAM108B1	2.40727	1.87962	3.43968	7.05074	5.98457	6.15334
FAM108C1	5.91122	10.8493	16.6539	17.519	29.5924	11.7841
FAM109A	12.2034	14.2337	8.2573	17.0314	9.5986	10.1472
FAM109B	7.40777	14.2553	17.1358	9.68026	8.87331	12.9481
FAM110A	5.63332	15.1968	4.76364	4.59844	11.5507	5.9662
FAM110B	1.24683	1.32301	1.18807	2.25992	4.41225	1.79957
FAM110C	1.30978	3.08725	5.00039	3.30166	4.17352	2.93589
FAM110D	3.3675	4.48397	3.67012	2.12944	6.18711	3.81116
FAM111A	10.5414	7.22802	10.1049	6.88853	8.25496	9.47513
FAM111B	0.26686	0.430786	0.323994	0.14738	0.182425	0.498802
FAM113A	32.8585	82.6472	58.2421	32.6567	31.627	45.7655
FAM113B	11.1328	7.16799	6.59729	4.5874	6.95799	8.161
FAM114A1	12.9318	13.5914	16.6695	15.6637	21.3437	17.168
FAM114A2	3.52906	4.67311	7.9726	6.25511	7.77911	8.25341
FAM115A	7.17667	13.1148	14.6806	11.9935	12.4596	10.0648
FAM115C	0.792527	0.999692	0.782032	2.44295	1.52009	0.751503
FAM116A	2.13127	2.14414	4.19592	4.31979	6.82065	7.02848
FAM116B	13.78	9.65848	8.10028	6.03401	6.19502	6.65224
FAM117A	3.06939	7.90422	6.06548	3.89806	6.26808	6.21048
FAM117B	0.468608	0.622917	0.982202	0.771412	1.31825	0.860204
FAM118A	3.57878	4.88329	7.00026	19.2726	8.33033	18.812
FAM118B	5.53078	0	0	14.4896	0	0
FAM120A	21.2052	29.7756	43.6989	24.6406	24.7791	23.4572
FAM120AOS	11.0371	21.8532	26.9917	28.8682	25.9074	17.0639
FAM120B	14.0017	6.7767	8.78786	8.8437	8.34515	8.03396
FAM120C	2.85301	2.64852	2.17729	1.9098	1.69808	2.24557
FAM122A	2.03201	3.39641	6.16366	5.21	4.30672	5.35586
FAM122B	4.66567	6.0077	8.62943	10.205	8.4187	9.86371
FAM122C	0	0	0	0	0	0
FAM123A	0	0	0	0	0	0.0176205
FAM123B	0.288016	0.318361	0.409	0.248952	0.494439	0.422161
FAM123C	0.0265102	0.00567205	0.0123837	0	0.00354322	0.0128158
FAM124A	1.06804	1.81367	0.972572	7.61769	3.54257	2.10636
FAM124B	0.476687	0.299286	0.415124	0.53738	0.503524	0.492864
FAM125A	26.6224	34.788	22.1159	13.4534	13.9307	24.9859
FAM125B	0.741638	1.3655	1.93244	2.36551	2.47355	2.7287
FAM126A	2.09076	2.38997	3.22216	3.06249	4.4505	4.33842
FAM126B	1.03596	0.690312	1.48795	2.49046	2.04435	2.22366
FAM127A	366.941	286.442	98.3972	96.2686	80.9108	146.498
FAM127B	36.2696	0	17.5741	30.4864	28.6694	0
FAM127C	0	0	10.4593	8.63732	6.07738	0
FAM129A	0.431417	0.507972	1.84929	1.09134	2.06491	1.57854
FAM129B	85.7299	92.2079	109.447	105.197	118.246	94.6864
FAM129C	0	0.120358	0.164681	0.131199	0.237604	0.506661
FAM131A	1.74142	5.2492	6.56208	5.99639	5.50443	0
FAM131B	0.667997	0.852266	0	2.20062	4.19025	4.69882
FAM131C	0.228488	0.185485	0.0500605	0.189139	0.0574661	0.32643
FAM132A	1.27849	4.83139	0.936988	0.623239	28.1382	0.750802
FAM133A	0.0426585	0	0.0240324	0.0525439	0.0275303	0.0298917
FAM133B	2.46744	4.13479	8.33191	6.76175	7.1745	8.328
FAM134A	16.2455	26.6322	22.4179	17.407	31.633	38.8673
FAM134B	21.1922	14.4768	15.9054	25.9335	16.2262	19.2253
FAM134C	29.1974	19.8237	18.2712	17.7114	18.0922	19.4296
FAM135A	1.89894	3.1953	4.86012	8.71132	2.56509	2.95571
FAM135B	0.00780218	0.00455193	0.00728474	0.0136512	0.0312611	0.0361795
FAM136A	12.6	13.8867	19.8594	12.3639	12.6392	15.7997
FAM138A	0.0141847	0.0500933	0.145585	0.0575632	0.0526206	0.0467649
FAM138B	0.226955	0.178109	0.413232	0.194009	0.0832504	0.178462
FAM138C	0.0425541	0.0166978	0.302544	0.0511673	0.0526206	0.0325073
FAM138D	0	0.0446243	0.0182387	0.00427346	0	0
FAM138E	0	0.0166978	0.0900807	0.0362435	0.0290591	0.0153982
FAM138F	0.0141847	0.0500933	0.145585	0.0575632	0.0604744	0.0467649
FAM13A	4.22937	3.30107	8.93346	8.7117	10.0248	8.8582
FAM13A-AS1	0	0.409036	0	0	5.75411	3.7586
FAM13B	3.77639	3.27056	7.67868	8.21997	4.41774	5.13289
FAM13C	5.13425	6.92458	6.97549	7.64441	0	8.26472
FAM149A	3.59737	7.83315	14.8413	7.12613	13.8588	13.4098
FAM149B1	4.17961	3.85726	7.13458	6.33301	7.56971	6.98738
FAM150A	0	0	0.0261053	0.0244663	0.0225262	0.098125
FAM150B	2.37838	1.88139	1.62719	3.29167	3.89585	5.20583
FAM151A	1.60699	3.31946	2.7394	2.83132	5.40206	4.09981
FAM151B	0.503797	0.652434	0.79277	1.47852	13.2367	0.746857
FAM153A	0.0427554	0.142264	0.0869112	0.0882374	0.292029	0.0921894
FAM153B	0.061486	0.228235	0.550489	0.975426	0.918428	1.10795
FAM153C	0.157942	0.194899	0.343898	0.226574	2.1728	0.382041
FAM154A	0	0	0	0	0	0.00898006
FAM154B	0.0630241	0.313489	0.704065	0.110963	0	0
FAM155A	4.30828	3.14996	6.13126	7.10167	7.14704	6.48141
FAM155B	0.269392	0.435704	0.74439	0.5398	0.922839	0.510928
FAM156A	7.81629	26.226	20.0219	16.7005	20.8329	17.1528
FAM156B	7.81629	26.226	20.0219	16.7005	20.8329	17.1528
FAM157A	0.181028	0.190309	0.0662914	0.459374	0.957587	0.283419
FAM157B	0.134606	0.289405	0.117174	0.0841909	0.703424	0.102657
FAM158A	0	30.47	0	0	0	0
FAM159A	16.358	1.76219	20.9478	13.7103	0	24.1059
FAM159B	0	0	0	0	6.90438	0
FAM160A1	0.152044	0.10559	0.355534	0.195635	0.44718	0.227892
FAM160A2	9.88784	17.3049	10.2686	12.0785	11.1664	22.5648
FAM160B1	4.39812	5.34756	5.71064	5.23953	5.6546	6.19715
FAM160B2	11.9463	25.3769	26.8664	25.4728	25.8988	22.0338
FAM161A	0.27112	0.278086	0.426144	0.358475	0.716992	0.584007
FAM161B	0	0	4.05073	0	0	0
FAM162A	28.4538	40.8923	42.7637	25.3283	48.3104	33.6484
FAM162B	1.8936	2.49202	3.55857	4.42925	1.63285	10.3527
FAM163A	0.029214	0.487263	0.00915692	0	0.355566	0.0854601
FAM163B	0	0	0	0	0	0.0854494
FAM165B	13.3845	12.9326	25.7613	14.0122	11.367	14.0632
FAM166A	0	0	0	0	0	0
FAM166B	0	0	0	0	0	0
FAM167A	0.481109	0.371998	0.425376	0.892337	1.9123	0.505056
FAM167B	32.6668	23.2242	16.0189	28.4659	15.9815	17.2349
FAM168A	2.74988	1.27394	6.52913	4.37383	5.43861	5.3741
FAM168B	4.82389	8.40878	16.6846	12.4045	15.3377	15.4599
FAM169A	0	0.245337	0	0	0.703857	0
FAM169B	1.06492	1.33938	2.5747	1.2594	2.81298	1.65958
FAM170A	0.196456	0.131873	0	0	0.0633048	0.0938699
FAM170B	0	0	0	0	0.0179179	0.0129971
FAM171A1	3.58764	9.21359	15.4368	8.24104	13.9049	9.04198
FAM171A2	0	7.6195	6.77873	5.11931	6.05257	5.80278
FAM171B	0.248178	0.0643139	1.85507	1.86453	2.63234	1.552
FAM172A	1.73389	1.64712	3.71844	3.04326	2.67251	3.08328
FAM172BP	0	0.058956	0.144117	0.0556718	0.0510911	0.0859768
FAM173A	218.839	157.724	17.9011	17.1484	21.4145	83.4023
FAM173B	5.00262	4.71681	6.88004	7.91084	4.52753	5.77533
FAM174A	14.2866	16.5417	13.404	19.4846	18.393	27.8889
FAM174B	7.79126	15.6897	11.5976	8.2751	12.1692	9.10172
FAM175A	2.90246	7.29285	7.05481	10.0619	6.62482	7.27248
FAM175B	2.39991	3.40241	5.40886	4.84605	5.28917	4.9176
FAM176A	0.669745	1.88507	2.68544	3.58449	3.43936	1.6273
FAM176B	110.363	106.709	50.36	82.9093	44.8942	78.1387
FAM177A1	25.2693	22.3777	81.2987	47.6497	147.656	22.3962
FAM177B	11.1506	0.324859	0.330363	0.708866	0.227832	0.531344
FAM178A	3.46532	4.82954	11.7532	3.69699	6.20788	6.29846
FAM178B	0.346164	0.363543	0.187918	0.418678	0.485142	0.73537
FAM179A	2.29629	3.98887	3.75242	3.54955	3.13463	5.5636
FAM179B	1.62432	0.815349	2.26436	3.7279	1.82202	1.87037
FAM180A	2.0565	0.173829	0.42183	2.03046	0.446488	0.376791
FAM180B	9.07923	2.11198	1.50836	5.15949	2.36336	4.05685
FAM181A	0.219518	0.219665	0	0	0	0.0431034
FAM181A-AS1	0	0	0	0.0105853	0	0
FAM181B	0.158828	1.67513	1.08345	0.380735	1.37274	0.563095
FAM182A	0.292336	0.00627096	0.52032	0.0188304	6.14914	0.0488927
FAM182B	0.0678114	0.0174924	0.124713	0.0087515	0.111633	0.203001
FAM183A	2.95762	1.68747	1.45728	0.160846	0.375006	1.37371
FAM183B	0.109392	0.171069	0.259855	0.146109	0.0895024	0.12977
FAM184A	0.0399091	1.88448	0.0892857	0.0665639	0.227804	0.459275
FAM184B	2.03455	1.02276	1.72768	1.56188	2.06217	2.79606
FAM185A	1.40188	1.85186	2.45554	1.47265	2.71792	3.76404
FAM186A	0.0112013	0.0174258	0.00697089	0.0163288	0	0.00216366
FAM186B	0.696139	0.0671741	1.33024	0.0477831	0.0850982	0.2229
FAM187B	0.0269493	0	0	0.121298	0.0223347	0.0486437
FAM188A	5.67639	5.63357	9.712	15.9217	11.4834	15.8602
FAM188B	11.0887	6.2625	45.699	67.8297	4.07667	4.26888
FAM189A1	0.0526771	0.0546742	0.115526	0.0461937	0.0584785	0.0476445
FAM189A2	3.71396	8.52661	8.9205	4.56548	8.22858	6.06807
FAM189B	9.12973	8.19549	8.35644	46.2059	6.60741	73.5844
FAM18A	0	0	0	0	0	0
FAM18B1	7.48393	12.4564	20.6768	23.0326	23.8386	24.5839
FAM18B2	9.44817	11.023	7.59862	11.3292	13.1294	10.9093
FAM18B2-CDRT4	9.44817	11.023	7.59862	11.3292	13.1294	10.9093
FAM190A	0.0330112	0.0922801	0.334581	0.172152	0.648919	0.211322
FAM190B	2.09991	2.93884	3.75905	3.70417	4.61285	3.3983
FAM192A	17.0928	22.1376	20.9821	20.5893	19.4626	19.126
FAM193A	3.21968	4.55391	6.48092	5.36109	7.56617	5.9786
FAM193B	51.6132	17.9605	14.8994	12.8426	18.5826	19.7838
FAM194A	0.0996585	0.150066	0.1391	0	0.0579027	0
FAM194B	0	0	0	0	0	0
FAM195A	15.5456	16.5644	8.66606	7.57909	5.35287	17.8651
FAM195B	146.33	115.173	69.71	77.666	69.0216	115.437
FAM196A	0.062704	0	0.0704568	0.0550147	0.0554609	0.012313
FAM196B	0.358029	0.00920697	0.133063	0.0484871	0.218251	0.28635
FAM197Y2P	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0
FAM198A	1.84295	4.54268	17.1267	2.55525	14.3002	15.7864
FAM198B	8.96428	9.63448	30.3752	14.0165	14.8423	15.8079
FAM199X	2.91058	2.88841	5.8946	4.00825	5.19579	5.11877
FAM19A1	0.0171867	0	0.0163094	0.0305673	0	0
FAM19A2	0.167554	0.140907	0.561675	0.141201	0.320687	0.335588
FAM19A3	0.0305017	0.133148	0.235417	0.0827419	0.0508259	0.0184601
FAM19A4	0.052447	1.39652	0.037141	0.266827	0.138422	0.199928
FAM19A5	11.8397	10.5941	15.0615	14.3779	10.8782	23.0482
FAM200A	1.42971	1.33556	2.41219	0	2.33756	2.34076
FAM200B	4.35358	3.19884	4.30958	3.47397	3.0104	21.1661
FAM201A	0.362811	0.4934	1.15896	0.539639	0.892459	1.10833
FAM203A	2.98008	9.98422	9.15781	3.00956	5.42852	9.22775
